unique_id,text,PRINCIPLE_x,TOPIC_x,UNIT_x,SHAPE_x,llm_query,PRINCIPLE_y,TOPIC_y,UNIT_y,SHAPE_y,iteration
65,"Namibia believes that in order to achieve a comprehensive new agreement under the Durban Platform, we need a science-based approach to disentangle and unfold conceptual and statistical aspects underpinning issues related to historical responsibility, equity and respective capability.",egalitarian,new UNFCCC policy,responsibility,proportional to contribution,"65 Namibia believes that in order to achieve a comprehensive new agreement under the Durban Platform, we need a science-based approach to disentangle and unfold conceptual and statistical aspects underpinning issues related to historical responsibility, equity and respective capability.
",egalitarian,new UNFCCC policy,not indicated,equity,1
70,"Therefore, it is the hope of the citizens of the world that 19 years down the line, we should have better addressed the challenges and well equipped ourselves to better deal with climate change.",utilitarian,urgency,not indicated,not indicated,"70 Therefore, it is the hope of the citizens of the world that 19 years down the line, we should have better addressed the challenges and well equipped ourselves to better deal with climate change.
",utilitarian,urgency,not indicated,not indicated,1
72,"The Green Climate Fund, which we regarded as an ideal beginning to address the finance aspect for climate change remainsdry.",prioritarian,financial mechanisms,financial resources,not indicated,"72 The Green Climate Fund, which we regarded as an ideal beginning to address the finance aspect for climate change remainsdry.
",utilitarian,financial mechanisms,financial resources,not indicated,1
78,"The cost of inaction to, adequately, address climate change will haunt us all.",general normative statement,other,other,not indicated,"78 The cost of inaction to, adequately, address climate change will haunt us all.
",utilitarian,urgency,not indicated,not indicated,1
79,"The time to take meaningful and proactive steps against the adverse impacts of climate change is now, here in Warsaw.",general normative statement,urgency,not indicated,not indicated,"79 The time to take meaningful and proactive steps against the adverse impacts of climate change is now, here in Warsaw.
",utilitarian,urgency,not indicated,not indicated,1
80,This is a defining moment of whether or not we can save the lives of the future generations on this Planet.,utilitarian,urgency,not indicated,not indicated,"80 This is a defining moment of whether or not we can save the lives of the future generations on this Planet.
",utilitarian,urgency,not indicated,not indicated,1
81,"It is for this reason, and most importantly, that Warsaw should therefore deliver to a World Decision that saves lives.",utilitarian,urgency,not indicated,not indicated,"81 It is for this reason, and most importantly, that Warsaw should therefore deliver to a World Decision that saves lives.
",utilitarian,urgency,not indicated,not indicated,1
98,"Mr. President, Sierra Leone submits that adaptation must assume a prominent place on the climate agenda with a balance view to necessary mitigation actions, if we are to overcome poverty and achieve the Millennium Development Goals.",sufficientarian,adaptation and mitigation,not indicated,not indicated,"98 Mr. President, Sierra Leone submits that adaptation must assume a prominent place on the climate agenda with a balance view to necessary mitigation actions, if we are to overcome poverty and achieve the Millennium Development Goals.
",prioritarian,adaptation and mitigation,not indicated,equity,1
99,"To this end, Sierra Leone joins the LDCs and African Groups to call for concrete commitments in Warsaw towards fulfilling the promised of one hundred billion united states dollars per year by 2020 as committed by developed country Parties and underscore the need for a clear climate finance roadmap to scale up financial resources in order to avoid the funding gap from 2013 to 2015.",prioritarian,UNFCCC agreements and principles,financial resources,proportional to commitment,"99 To this end, Sierra Leone joins the LDCs and African Groups to call for concrete commitments in Warsaw towards fulfilling the promised of one hundred billion united states dollars per year by 2020 as committed by developed country Parties and underscore the need for a clear climate finance roadmap to scale up financial resources in order to avoid the funding gap from 2013 to 2015.
",egalitarian,financial mechanisms,financial resources,proportional to commitment,1
107,Typhoon Haiyan has once again gravely reminded us of the looming disaster and the urgent imperative to put aside the endless rhetoric and act NOW.,utilitarian,urgency,not indicated,not indicated,"107 Typhoon Haiyan has once again gravely reminded us of the looming disaster and the urgent imperative to put aside the endless rhetoric and act NOW.
",utilitarian,urgency,not indicated,not indicated,1
125,"We urge, all parties here in Warsaw to take decisions on mitigation efforts, including market and non market mechanisms which will facilitate the parties to reduce their respective green house gas emissions, especially the non Kyoto ProtocolAnnex I countries.",prioritarian,new UNFCCC policy,support,priority to worst off,"125 We urge, all parties here in Warsaw to take decisions on mitigation efforts, including market and non market mechanisms which will facilitate the parties to reduce their respective green house gas emissions, especially the non Kyoto ProtocolAnnex I countries.
",egalitarian,mitigation,responsibility,equality,1
126,"We believe that, Nationally Appropriate Mitigation Actions (NAMAs) will fully operationalized with strong supports provided by the Annex I countries under the non market mechanism one.",prioritarian,mitigation,support,priority to worst off,"126 We believe that, Nationally Appropriate Mitigation Actions (NAMAs) will fully operationalized with strong supports provided by the Annex I countries under the non market mechanism one.
",egalitarian,mitigation,support,equality,1
130,"We must also take decisions on finance, technology and capacity building to supportadaptation and mitigation measures.",general normative statement,adaptation and mitigation,support,not indicated,"130 We must also take decisions on finance, technology and capacity building to supportadaptation and mitigation measures.
",egalitarian,adaptation and mitigation,financial and technological resources,equality,1
131,"We urge parties to take decisions on simplificationof mechanism and procedures for both CDM and accessing climate finance bydeveloping country parties with recognizing of the country ownership, direct access andtransparency principles.",prioritarian,UNFCCC agreements and principles,financial resources,equity,"131 We urge parties to take decisions on simplificationof mechanism and procedures for both CDM and accessing climate finance bydeveloping country parties with recognizing of the country ownership, direct access andtransparency principles.
",egalitarian,financial mechanisms,support,equity,1
132,"It is also important to identify source of long term finance thatcould be from public finance of Annex I country parties, as well as seeking clarity of thestatus of fast start financing.",general normative statement,financial mechanisms,financial resources,not indicated,"132 It is also important to identify source of long term finance thatcould be from public finance of Annex I country parties, as well as seeking clarity of thestatus of fast start financing.
",egalitarian,financial mechanisms,financial resources,equity,1
133,"In the same way, we kindly request the Annex I countryparties to provide a sustainability of financial support for formulation and implementationof National Adaptation Plans (NAPs) as well as Nationally Appropriate Mitigation Actions(NAMAs) by developing country parties, with special attention to the principle ofsustainability, transparency, flexibility as well as country ownership and direct accessmodality.",prioritarian,adaptation and mitigation,financial resources,equity,"133 In the same way, we kindly request the Annex I countryparties to provide a sustainability of financial support for formulation and implementationof National Adaptation Plans (NAPs) as well as Nationally Appropriate Mitigation Actions(NAMAs) by developing country parties, with special attention to the principle ofsustainability, transparency, flexibility as well as country ownership and direct accessmodality.
",egalitarian,financial mechanisms,financial resources,equity,1
134,"Lastly, Mr. President,Regarding 2015 agreement, we must start our negotiation in a comprehensive mannerhere in Warsaw in order to achieve it in a timely manner.",general normative statement,urgency,not indicated,not evaluated,"134 Lastly, Mr. President,Regarding 2015 agreement, we must start our negotiation in a comprehensive mannerhere in Warsaw in order to achieve it in a timely manner.
",general normative statement,new UNFCCC policy,not indicated,not indicated,1
135,We should apply principlecommon but differentiated responsibility and respective capabilities*the new climateregime. ,egalitarian,UNFCCC agreements and principles,responsibility,equity,"135 We should apply principlecommon but differentiated responsibility and respective capabilities*the new climateregime. 
",egalitarian,UNFCCC agreements and principles,responsibility,equality,1
136,"In this regard, developed country parties should take the lead, including finance,technology and capacity building for developing countries to address adaptationmeasures.",prioritarian,UNFCCC agreements and principles,support,priority to worst off,"136 In this regard, developed country parties should take the lead, including finance,technology and capacity building for developing countries to address adaptationmeasures.
",egalitarian,adaptation,financial and technological resources,equality,1
138,"Apart from that, we requestdeveloped country parties to reduce their emissions by at least 45% below 1990 levelsin 2020 and 80-95% by 2050.",general normative statement,mitigation,other,proportional to commitment,"138 Apart from that, we requestdeveloped country parties to reduce their emissions by at least 45% below 1990 levelsin 2020 and 80-95% by 2050.
",egalitarian,mitigation,responsibility,proportional to contribution,1
139,"In addition, major developing countries must also reducetheir emissions through National Appropriate Mitigation Actions (NAMAs) and other formof mitigation actions.",general normative statement,mitigation,responsibility,proportional to commitment,"139 In addition, major developing countries must also reducetheir emissions through National Appropriate Mitigation Actions (NAMAs) and other formof mitigation actions.
",egalitarian,mitigation,responsibility,equality,1
140,"Our future generation will proud of us, if we are willing to stop their furure through a consensus and right decision we made here, in Warsaw.",utilitarian,urgency,responsibility,not indicated,"140 Our future generation will proud of us, if we are willing to stop their furure through a consensus and right decision we made here, in Warsaw.
",utilitarian,cooperation,not indicated,not indicated,1
142,"As Pope Francis said in his Message to ourConference, the issues we are debating “affects all humanity, especially the poor andfuture gencrations: [...] it is a serious ethical and moral responsibility [...] ‘There is aclear, definite and urgent cthical imperative to act |...) We can only find adequatesolutions if we act together”.",utilitarian,cooperation,responsibility,not indicated,"142 As Pope Francis said in his Message to ourConference, the issues we are debating “affects all humanity, especially the poor andfuture gencrations: [...] it is a serious ethical and moral responsibility [...] ‘There is aclear, definite and urgent cthical imperative to act |...) We can only find adequatesolutions if we act together”.
",utilitarian,urgency,not indicated,not indicated,1
143,"The longer we wait, the more it will cost; more victims will suffer from our inaction andthe greatest weight will fall on the most vuinerable, the poorest peoples and futuregenerations: what is at issuc here is respect for their fundamental human rights.",sufficientarian,urgency,not indicated,not indicated,"143 The longer we wait, the more it will cost; more victims will suffer from our inaction andthe greatest weight will fall on the most vuinerable, the poorest peoples and futuregenerations: what is at issuc here is respect for their fundamental human rights.
",prioritarian,urgency,not indicated,priority to worst off,1
148,"The Holy See’s Delegation has repeatedly called for a clear and firm political will toagree on tangible and concrete action, and has urged the adoption of common bindingmeasures and adequate budgcts for cffective and sustainable action on mitigation andadaptation, as well as on sharing technologies and know-how.",egalitarian,adaptation and mitigation,financial and technological resources,proportional to commitment,"148 The Holy See’s Delegation has repeatedly called for a clear and firm political will toagree on tangible and concrete action, and has urged the adoption of common bindingmeasures and adequate budgcts for cffective and sustainable action on mitigation andadaptation, as well as on sharing technologies and know-how.
",egalitarian,adaptation and mitigation,financial and technological resources,equality,1
156,"There is no room for the globalization of indifference, the economy of exclusion or the throwaway culture so foten denounced by Pope Francis.",egalitarian,other,not indicated,not indicated,"156 There is no room for the globalization of indifference, the economy of exclusion or the throwaway culture so foten denounced by Pope Francis.
",general normative statement,other,not indicated,not indicated,1
157,"Pope Francis warns that “the effective fight against global warming is only possiblethrough a responsible collective response, that overcomes particular interests andbehaviors and develops itself free from political and economic pressures.",utilitarian,new UNFCCC policy,responsibility,equality,"157 Pope Francis warns that “the effective fight against global warming is only possiblethrough a responsible collective response, that overcomes particular interests andbehaviors and develops itself free from political and economic pressures.
",utilitarian,cooperation,not indicated,not indicated,1
158,"A collectiveresponse that is also capable of contrasting attitudes of distrust and promote a culture ofsolidarity, encounter and dialogue; able to act responsibility to protect the planct and thehuman family”, ensuring that present and future generations have the possibility of livingin a safe and worthy environment.",utilitarian,other,responsibility,equality,"158 A collectiveresponse that is also capable of contrasting attitudes of distrust and promote a culture ofsolidarity, encounter and dialogue; able to act responsibility to protect the planct and thehuman family”, ensuring that present and future generations have the possibility of livingin a safe and worthy environment.
",utilitarian,cooperation,not indicated,not indicated,1
160,"Justice, respect and equity are at the basis of this culture.",egalitarian,UNFCCC agreements and principles,not indicated,equity,"160 Justice, respect and equity are at the basis of this culture.
",egalitarian,other,not indicated,equity,1
161,"If we remain inactive in addressing climate change, even before drafling a newagreement, we already violate equity, one of the core principles of the Convention.",egalitarian,UNFCCC agreements and principles,responsibility,not evaluated,"161 If we remain inactive in addressing climate change, even before drafling a newagreement, we already violate equity, one of the core principles of the Convention.
",egalitarian,UNFCCC agreements and principles,responsibility,equity,1
165,Let us work together forthe common good rather than point at each other and pass responsibility to others.,utilitarian,cooperation,responsibility,not indicated,"165 Let us work together forthe common good rather than point at each other and pass responsibility to others.
",utilitarian,cooperation,responsibility,equality,1
166,"Thisrequires the full, responsible and dedicated collaboration of all, according to theirpossibilities and circumstances.",egalitarian,cooperation,responsibility,equity,"166 Thisrequires the full, responsible and dedicated collaboration of all, according to theirpossibilities and circumstances.
",egalitarian,cooperation,responsibility,equity,1
168,"We must also consider the centralfactor of education: education aimed at fostering a sense of responsibility in children andadults towards environmentally sound patterns of development, the stewardship ofcreation, and solidarity among people.",general normative statement,other,not indicated,not indicated,"168 We must also consider the centralfactor of education: education aimed at fostering a sense of responsibility in children andadults towards environmentally sound patterns of development, the stewardship ofcreation, and solidarity among people.
",general normative statement,other,not indicated,not indicated,1
169,‘lhe current lifestyle with its throwaway culture isunsustainable and should have no place in our lives.,general normative statement,other,not indicated,not indicated,"169 ‘lhe current lifestyle with its throwaway culture isunsustainable and should have no place in our lives.
",general normative statement,other,not indicated,not indicated,1
173,"The Holy Sce hopes that everyone will join in adopting an ambitious holistic approach Loensure the integral development of all persons, countries and creation itself.",utilitarian,cooperation,responsibility,equality,"173 The Holy Sce hopes that everyone will join in adopting an ambitious holistic approach Loensure the integral development of all persons, countries and creation itself.
",sufficientarian,other,not indicated,needs based,1
178, Climate change poses a serious global challenge as evidenced b y science and therefore requires an urgent and immediate action by all .,utilitarian,cooperation,responsibility,equality,"178  Climate change poses a serious global challenge as evidenced b y science and therefore requires an urgent and immediate action by all .
",utilitarian,urgency,responsibility,equality,1
181," COP 20/CMP 10 present an opportunity for us to make bold and comprehensive decision s for a safe r Planet, its people and their livelihoods.",utilitarian,new UNFCCC policy,responsibility,not indicated,"181  COP 20/CMP 10 present an opportunity for us to make bold and comprehensive decision s for a safe r Planet, its people and their livelihoods.
",utilitarian,urgency,responsibility,equality,1
184,"The Agreement must address all the elements of mitigation, adaptation, finance, technology, capacity -building, transparency of action, and support in a comprehensive and balanced manner without om itting the aspects of loss and damage .",general normative statement,adaptation and mitigation,not indicated,not indicated,"184 The Agreement must address all the elements of mitigation, adaptation, finance, technology, capacity -building, transparency of action, and support in a comprehensive and balanced manner without om itting the aspects of loss and damage .
",egalitarian,new UNFCCC policy,financial and technological resources,equity,1
186,The INDCs must reflect the efforts Parties are willing to contribute towards the enhanced implementation of their obligations under the convention as enshrined in its Article 4.,egalitarian,UNFCCC agreements and principles,responsibility,proportional to commitment,"186 The INDCs must reflect the efforts Parties are willing to contribute towards the enhanced implementation of their obligations under the convention as enshrined in its Article 4.
",egalitarian,UNFCCC agreements and principles,responsibility,proportional to commitment,1
187, Enhancing the pre -2020 ambition is critical to keep us on track to a below two degree temperature rise ; and to help build necessary trust and confidence for a meaningful 2015 Agreement.,utilitarian,new UNFCCC policy,not indicated,not indicated,"187  Enhancing the pre -2020 ambition is critical to keep us on track to a below two degree temperature rise ; and to help build necessary trust and confidence for a meaningful 2015 Agreement.
",utilitarian,urgency,responsibility,proportional to commitment,1
188,"Developed countries should take the lead in increasing their mitigation ambition, and providing enhanced support for developing countries to incre ase their ambition.",prioritarian,UNFCCC agreements and principles,support,priority to worst off,"188 Developed countries should take the lead in increasing their mitigation ambition, and providing enhanced support for developing countries to incre ase their ambition.
",prioritarian,mitigation,financial and technological resources,priority to worst off,1
192," I also welcome , and indeed recognise pledges by some developed countr y-Part ies to the Green Climate Fund and urge for more accelerated action to ensure its full capitalization .",prioritarian,financial mechanisms,financial resources,priority to worst off,"192  I also welcome , and indeed recognise pledges by some developed countr y-Part ies to the Green Climate Fund and urge for more accelerated action to ensure its full capitalization .
",prioritarian,financial mechanisms,financial resources,priority to worst off,1
197," Lastly distinguished Ladies and Gentlemen, A m eaningful outcome from this conference is critical in enhancingthe multilateral rules based regime under the UNFCCC .",egalitarian,new UNFCCC policy,not indicated,not indicated,"197  Lastly distinguished Ladies and Gentlemen, A m eaningful outcome from this conference is critical in enhancingthe multilateral rules based regime under the UNFCCC .
",utilitarian,UNFCCC agreements and principles,responsibility,not indicated,1
204, We need to build on this momentum and answer these calls by taking action.,general normative statement,urgency,responsibility,not indicated,"204  We need to build on this momentum and answer these calls by taking action.
",utilitarian,urgency,responsibility,not indicated,1
211," [Global agreement ]  But actions by a partial number of countries will not be sufficient to address climate change , and coordinated international response is essenti al.",egalitarian,cooperation,responsibility,equality,"211  [Global agreement ]  But actions by a partial number of countries will not be sufficient to address climate change , and coordinated international response is essenti al.
",utilitarian,cooperation,responsibility,equality,1
212," This is why we need to build a meaningful, durable, and truly global agreement which will inspire actions on the ground.",general normative statement,new UNFCCC policy,not indicated,not indicated,"212  This is why we need to build a meaningful, durable, and truly global agreement which will inspire actions on the ground.
",utilitarian,new UNFCCC policy,responsibility,equality,1
217,"  First, our conversation on the new agreement should leave no one behind .",sufficientarian,new UNFCCC policy,not indicated,needs based,"217   First, our conversation on the new agreement should leave no one behind .
",sufficientarian,new UNFCCC policy,responsibility,needs based,1
220,"  Second, the agreement should be relevant to all .",egalitarian,new UNFCCC policy,not indicated,not indicated,"220   Second, the agreement should be relevant to all .
",egalitarian,new UNFCCC policy,responsibility,equality,1
223,"  Last but not least, t he agreement should also lay solid foundation for transparency and accountability with a clear set of rules .",general normative statement,new UNFCCC policy,not indicated,not indicated,"223   Last but not least, t he agreement should also lay solid foundation for transparency and accountability with a clear set of rules .
",egalitarian,new UNFCCC policy,responsibility,proportional to commitment,1
226, Let us REBUILD confidence in international response to climate change ; RENEW our commitments to take action; and  REVITALIZE hope for our common future.,utilitarian,urgency,not indicated,not indicated,"226  Let us REBUILD confidence in international response to climate change ; RENEW our commitments to take action; and  REVITALIZE hope for our common future.
",general normative statement,cooperation,not indicated,not indicated,1
243,"With only 0.01 % of global emissions produced by the Pacific as a region, Tonga  understands that we co -exist in a Global Commons, and that as a global family we  must foster global partnerships as a measure to catalyze global ambitions.",utilitarian,cooperation,responsibility,not indicated,"243 With only 0.01 % of global emissions produced by the Pacific as a region, Tonga  understands that we co -exist in a Global Commons, and that as a global family we  must foster global partnerships as a measure to catalyze global ambitions.
",egalitarian,cooperation,responsibility,equality,1
244,"Yet, in light of our limited human resources, and economic capacity, we as one of the worlds most vulnerable countries, have no alternative but to leave no stone unturned, or leave anything to chance, and spare no expense , because no monetary value can be ascribed to ‘one’s ri ght to exist’.",sufficientarian,other,not indicated,not indicated,"244 Yet, in light of our limited human resources, and economic capacity, we as one of the worlds most vulnerable countries, have no alternative but to leave no stone unturned, or leave anything to chance, and spare no expense , because no monetary value can be ascribed to ‘one’s ri ght to exist’.
",prioritarian,urgency,not indicated,priority to worst off,1
245,"It is in this context , that the Government and the people of the Kingdom of Tonga urge world leaders to revise their development strategies by taking up the challenge of adopting and reverting to more sustainable means for develop ment, which is key to ensuring a sustainable and cleaner future for all.",utilitarian,UNFCCC agreements and principles,responsibility,not indicated,"245 It is in this context , that the Government and the people of the Kingdom of Tonga urge world leaders to revise their development strategies by taking up the challenge of adopting and reverting to more sustainable means for develop ment, which is key to ensuring a sustainable and cleaner future for all.
",utilitarian,new UNFCCC policy,not indicated,not indicated,1
247,"Chair, al low me to call on world leaders to seek solutions that focus on  accelerating actions and increasing ambition and to also take concrete action  nationally and in doing so we may discontinue existing in this ‘Tragedy of t he  Commons’  16.",utilitarian,urgency,responsibility,not indicated,"247 Chair, al low me to call on world leaders to seek solutions that focus on  accelerating actions and increasing ambition and to also take concrete action  nationally and in doing so we may discontinue existing in this ‘Tragedy of t he  Commons’  16.
",utilitarian,urgency,responsibility,not indicated,1
260,"We must all work collectively, with a sense of urgency and purpose, to address these challenges a nd to support all island countries to become more resilient.",prioritarian,cooperation,support,priority to worst off,"260 We must all work collectively, with a sense of urgency and purpose, to address these challenges a nd to support all island countries to become more resilient.
",utilitarian,cooperation,support,not indicated,1
268,"The guidance to the financing mechanisms should call for flexibility for SIDS and allow for replication of best practices, and should be commensurate to needs in the region.",prioritarian,financial mechanisms,financial resources,needs based,"268 The guidance to the financing mechanisms should call for flexibility for SIDS and allow for replication of best practices, and should be commensurate to needs in the region.
",sufficientarian,financial mechanisms,financial resources,needs based,1
278,We call on devel opment partners to accelerate technical and financial support to the Pacific Island countries to enable us to develop our INDCs and translate our ambitious aspirations into actions.,prioritarian,other,financial and technological resources,priority to worst off,"278 We call on devel opment partners to accelerate technical and financial support to the Pacific Island countries to enable us to develop our INDCs and translate our ambitious aspirations into actions.
",sufficientarian,financial mechanisms,financial and technological resources,needs based,1
281,"At the same time the Adaptation Fund is an important funding mechanism to our region, and we call for continued support, including the 80 million dollars that has been requested to ensur e that the AF remains operational.",prioritarian,UNFCCC agreements and principles,financial resources,priority to worst off,"281 At the same time the Adaptation Fund is an important funding mechanism to our region, and we call for continued support, including the 80 million dollars that has been requested to ensur e that the AF remains operational.
",sufficientarian,financial mechanisms,financial resources,needs based,1
290,This is a grave responsibility and we must act with the urgency it demands.,prioritarian,urgency,responsibility,not indicated,"290 This is a grave responsibility and we must act with the urgency it demands.
",utilitarian,urgency,not indicated,not indicated,1
293,It is imperative that the work ahead places clear focus and priority on particularly vulnerable developing countries supported by partners as it is set out in Article 4 of the Convention.,prioritarian,UNFCCC agreements and principles,not indicated,equity,"293 It is imperative that the work ahead places clear focus and priority on particularly vulnerable developing countries supported by partners as it is set out in Article 4 of the Convention.
",prioritarian,UNFCCC agreements and principles,support,priority to worst off,1
296,"Pacific island countries, therefore, view as mandatory that the long -term global temperature rise does not exceed 1.5 degrees Celsius and that mitigation ambition accurately reflects the long -term global goal.",utilitarian,mitigation,responsibility,not indicated,"296 Pacific island countries, therefore, view as mandatory that the long -term global temperature rise does not exceed 1.5 degrees Celsius and that mitigation ambition accurately reflects the long -term global goal.
",utilitarian,mitigation,not indicated,not indicated,1
297,This is crucial for the survival today of particularly vulnerable countries and for all countries tomorrow.,prioritarian,urgency,not indicated,not indicated,"297 This is crucial for the survival today of particularly vulnerable countries and for all countries tomorrow.
",utilitarian,urgency,not indicated,not indicated,1
299,"It is essential that resource mobilization, support and building the capacity at the national and regional levels to address the issues related to loss and damage continues by establishing a financial facility to complement the work of the Executive Committee as it implements its work plan.",prioritarian,financial mechanisms,financial resources,not indicated,"299 It is essential that resource mobilization, support and building the capacity at the national and regional levels to address the issues related to loss and damage continues by establishing a financial facility to complement the work of the Executive Committee as it implements its work plan.
",sufficientarian,financial mechanisms,financial resources,needs based,1
315,"We therefore call for action by the COP to e nsure that this review is completed in a timely manner so that it can inform parties in making their INDCs, and in informing our decision making in Paris.",general normative statement,urgency,not indicated,not indicated,"315 We therefore call for action by the COP to e nsure that this review is completed in a timely manner so that it can inform parties in making their INDCs, and in informing our decision making in Paris.
",utilitarian,new UNFCCC policy,not indicated,not indicated,1
319,We would urge development partners to support SIDS in improving their observation networks and establish new monitoring stations.,prioritarian,other,support,priority to worst off,"319 We would urge development partners to support SIDS in improving their observation networks and establish new monitoring stations.
",sufficientarian,adaptation,technological resources,needs based,1
320,"In this regard, the work of WMO on GFCS is welcomed, and again we call for development partners to utilize this framework to assist SIDS with enhancing their observation systems, including for ocean acidification.",prioritarian,UNFCCC agreements and principles,technological resources,priority to worst off,"320 In this regard, the work of WMO on GFCS is welcomed, and again we call for development partners to utilize this framework to assist SIDS with enhancing their observation systems, including for ocean acidification.
",sufficientarian,adaptation,technological resources,needs based,1
321,We request that the development partners heed our call for greate r financial and technical resources to be provided in particular to SIDS regions.,prioritarian,other,financial and technological resources,priority to worst off,"321 We request that the development partners heed our call for greate r financial and technical resources to be provided in particular to SIDS regions.
",sufficientarian,financial mechanisms,financial and technological resources,needs based,1
328,Climate Change and Intern ational Terrorism are two extremely serious issues which threatens Humanity and which must be dealt with all possible means at our collective disposal.,utilitarian,urgency,not indicated,not indicated,"328 Climate Change and Intern ational Terrorism are two extremely serious issues which threatens Humanity and which must be dealt with all possible means at our collective disposal.
",utilitarian,cooperation,not indicated,not indicated,1
332," It is therefore, of utmost importance that we reach out toward all the countries attending this historic and august gathering to agree on a legally-binding mechanism in order to save our planet from further damage caused by Climate Change.",utilitarian,urgency,not indicated,not indicated,"332  It is therefore, of utmost importance that we reach out toward all the countries attending this historic and august gathering to agree on a legally-binding mechanism in order to save our planet from further damage caused by Climate Change.
",utilitarian,new UNFCCC policy,not indicated,not indicated,1
499,We believe that any further delay in taking strong action to tackle climate change will only lead to greater adverse impacts on our people and planet .,utilitarian,urgency,not indicated,not indicated,"499 We believe that any further delay in taking strong action to tackle climate change will only lead to greater adverse impacts on our people and planet .
",utilitarian,urgency,not indicated,not indicated,1
517,"We need enhance d actions and a mbitions, on both mitigation and adaptation, as well as support.",general normative statement,urgency,not indicated,not indicated,"517 We need enhance d actions and a mbitions, on both mitigation and adaptation, as well as support.
",general normative statement,adaptation and mitigation,support,not indicated,1
520,Developed countries must support our endeavors .,prioritarian,other,support,priority to worst off,"520 Developed countries must support our endeavors .
",prioritarian,cooperation,support,not indicated,1
522,"First, the delicate balance achieved in Paris must be preserved.",egalitarian,new UNFCCC policy,not indicated,not indicated,"522 First, the delicate balance achieved in Paris must be preserved.
",general normative statement,UNFCCC agreements and principles,not indicated,not indicated,1
