unique_id,text,PRINCIPLE_x,TOPIC_x,UNIT_x,SHAPE_x,llm_query,PRINCIPLE_y,TOPIC_y,UNIT_y,SHAPE_y,iteration
28,I associate my statement with the statement made by Nauru on behalf of the Alliance of Small Island States.,not evaluated,not evaluated,not evaluated,not evaluated,"28 I associate my statement with the statement made by Nauru on behalf of the Alliance of Small Island States.
",not evaluated,not evaluated,not evaluated,not evaluated,1
29,I commend all the Parties for their hard work and the forward progress made so far at COP20.,not evaluated,not evaluated,not evaluated,not evaluated,"29 I commend all the Parties for their hard work and the forward progress made so far at COP20.
",not evaluated,not evaluated,not evaluated,not evaluated,1
30,"However, at this COP, as at others before, I feel that the pace and progress of these negotiations fails to meet the exigency of the climate crisis and to keep us on track to meet agreed goals.",not evaluated,not evaluated,not evaluated,not evaluated,"30 However, at this COP, as at others before, I feel that the pace and progress of these negotiations fails to meet the exigency of the climate crisis and to keep us on track to meet agreed goals.
",utilitarian,urgency,not indicated,not indicated,1
31,"They also fail to correspond what the science suggests is necessary, particularly as captured in the Fifth Assessment Report of the IPCC, which highlights that human activity is clearly impacting our climate, leading to sea-level rise and linked to extreme weather events, among other dangerous threats to lives and livelihoods in my country and worldwide.",not evaluated,not evaluated,not evaluated,not evaluated,"31 They also fail to correspond what the science suggests is necessary, particularly as captured in the Fifth Assessment Report of the IPCC, which highlights that human activity is clearly impacting our climate, leading to sea-level rise and linked to extreme weather events, among other dangerous threats to lives and livelihoods in my country and worldwide.
",utilitarian,urgency,not indicated,not indicated,1
32,"These impacts and emerging threats consistently undermine our sustainable development efforts and threaten not only our people’s livelihoods, but also our territorial integrity and our sovereignty.",not evaluated,not evaluated,not evaluated,not evaluated,"32 These impacts and emerging threats consistently undermine our sustainable development efforts and threaten not only our people’s livelihoods, but also our territorial integrity and our sovereignty.
",utilitarian,urgency,not indicated,not indicated,1
33,"Adaptation measures are already necessary, but they will not be sufficient.",not evaluated,not evaluated,not evaluated,not evaluated,"33 Adaptation measures are already necessary, but they will not be sufficient.
",not evaluated,adaptation,not indicated,not indicated,1
34,"In the end, small island States will not be able to stop global climate change through our domestic actions alone.",not evaluated,not evaluated,not evaluated,not evaluated,"34 In the end, small island States will not be able to stop global climate change through our domestic actions alone.
",egalitarian,mitigation,responsibility,equality,1
35,"The major polluters, especially those who are most responsible for climate change, have the moral obligation to do much more, to take the lead and to raise their ambition now.",general normative statement,UNFCCC agreements and principles,responsibility,proportional to contribution,"35 The major polluters, especially those who are most responsible for climate change, have the moral obligation to do much more, to take the lead and to raise their ambition now.
",prioritarian,mitigation,responsibility,priority to worst off,1
36,"If major emitters do this, then we still have the potential to significantly narrow the pre-2020 ambition gap under Workstream 2 of the Durban Platform.",not evaluated,not evaluated,not evaluated,not evaluated,"36 If major emitters do this, then we still have the potential to significantly narrow the pre-2020 ambition gap under Workstream 2 of the Durban Platform.
",utilitarian,mitigation,not indicated,not indicated,1
37,"Mr. President,As we come to the end of the International Year of the SIDS, we hope to leave Lima on a high note.",not evaluated,not evaluated,not evaluated,not evaluated,"37 Mr. President,As we come to the end of the International Year of the SIDS, we hope to leave Lima on a high note.
",not evaluated,not evaluated,not evaluated,not evaluated,1
38,"Pledges to the Green Climate Fund have now passed the $10 billion threshold, which could mark a significant step forward, but these pledges must be fulfilled without delay and they must be accessible to SIDS.",prioritarian,financial mechanisms,financial resources,priority to worst off,"38 Pledges to the Green Climate Fund have now passed the $10 billion threshold, which could mark a significant step forward, but these pledges must be fulfilled without delay and they must be accessible to SIDS.
",sufficientarian,financial mechanisms,financial resources,proportional to commitment,1
39,Other potentially encouraging news is the progress toward a decision on the initial two-year work plan for the Warsaw Mechanism on Loss and Damage. ,not evaluated,not evaluated,not evaluated,not evaluated,"39 Other potentially encouraging news is the progress toward a decision on the initial two-year work plan for the Warsaw Mechanism on Loss and Damage. 
",not evaluated,new UNFCCC policy,not indicated,not indicated,1
40,We call on our partners to deliver the large scale financing that it will take to support a credible mechanism.,general normative statement,financial mechanisms,financial resources,not indicated,"40 We call on our partners to deliver the large scale financing that it will take to support a credible mechanism.
",general normative statement,financial mechanisms,financial resources,not indicated,1
41,Loss and damage should also be included as an element in the new agreement.,general normative statement,other,not indicated,not indicated,"41 Loss and damage should also be included as an element in the new agreement.
",general normative statement,new UNFCCC policy,not indicated,not indicated,1
42,An ambitious and legally-binding climate change treaty in Paris is still possible.,not evaluated,not evaluated,not evaluated,not evaluated,"42 An ambitious and legally-binding climate change treaty in Paris is still possible.
",general normative statement,new UNFCCC policy,not indicated,not indicated,1
43,We support an initial commitment period of five years under this agreement.,not evaluated,not evaluated,not evaluated,not evaluated,"43 We support an initial commitment period of five years under this agreement.
",general normative statement,UNFCCC agreements and principles,not indicated,not indicated,1
44,We also fully support inclusion of gender equality in the text of the new agreement.,egalitarian,other,not indicated,not indicated,"44 We also fully support inclusion of gender equality in the text of the new agreement.
",egalitarian,new UNFCCC policy,not indicated,equality,1
45,Full and equal participation of women in all climate actions and decision making processes should be a guiding principle for all.,egalitarian,other,not indicated,not indicated,"45 Full and equal participation of women in all climate actions and decision making processes should be a guiding principle for all.
",egalitarian,new UNFCCC policy,not indicated,equality,1
46,"Mr. President,Not only can we still attain an ambitious agreement, but we can also prevent some of the worst impacts of climate change in the near term, but only if we take fast and ambitious actions now, such as using the Montreal Protocol to reduce the powerful greenhouse gases HFCs.",not evaluated,not evaluated,not evaluated,not evaluated,"46 Mr. President,Not only can we still attain an ambitious agreement, but we can also prevent some of the worst impacts of climate change in the near term, but only if we take fast and ambitious actions now, such as using the Montreal Protocol to reduce the powerful greenhouse gases HFCs.
",utilitarian,urgency,responsibility,not indicated,1
47,"Deep and immediate cuts in carbon dioxide emissions are paramount for long-term climate stabilization, but HFC emissions are hundreds to thousands more times powerful than CO2, and HFCs are the fastest growing greenhouse gases in many countries.",not evaluated,not evaluated,not evaluated,not evaluated,"47 Deep and immediate cuts in carbon dioxide emissions are paramount for long-term climate stabilization, but HFC emissions are hundreds to thousands more times powerful than CO2, and HFCs are the fastest growing greenhouse gases in many countries.
",utilitarian,mitigation,responsibility,not indicated,1
48,"For this reason, six years ago, Micronesia introduced a proposal to amend the Montreal Protocol to phase down the consumption and production of HFCs. We were guided by scientific and technical studies, and we were inspired by our prior experiences within the Montreal Protocol and our trust in its institutional and financial expertise.",not evaluated,not evaluated,not evaluated,not evaluated,"48 For this reason, six years ago, Micronesia introduced a proposal to amend the Montreal Protocol to phase down the consumption and production of HFCs. We were guided by scientific and technical studies, and we were inspired by our prior experiences within the Montreal Protocol and our trust in its institutional and financial expertise.
",not evaluated,not evaluated,not evaluated,not evaluated,1
49,"In the years since then, phasing down HFCs using the expertise and institutions of the Montreal Protocol has gained near-universal support.",not evaluated,not evaluated,not evaluated,not evaluated,"49 In the years since then, phasing down HFCs using the expertise and institutions of the Montreal Protocol has gained near-universal support.
",not evaluated,not evaluated,not evaluated,not evaluated,1
50,"Both the 2012 Rio+20 outcome document and the 2014 Samoa Pathway call for the phase down of the production and consumption of HFCs, and the Parties to the Montreal Protocol have decided to convene two HFC Management Workshops, the second of which will be held in Bangkok in April 2015.",not evaluated,not evaluated,not evaluated,not evaluated,"50 Both the 2012 Rio+20 outcome document and the 2014 Samoa Pathway call for the phase down of the production and consumption of HFCs, and the Parties to the Montreal Protocol have decided to convene two HFC Management Workshops, the second of which will be held in Bangkok in April 2015.
",not evaluated,not evaluated,not evaluated,not evaluated,1
51,"By agreeing to phase down HFCs under the Montreal Protocol next year, we could nearly eliminate one of the primary greenhouse gases and create critical momentum toward a successful outcome in Paris.",not evaluated,not evaluated,not evaluated,not evaluated,"51 By agreeing to phase down HFCs under the Montreal Protocol next year, we could nearly eliminate one of the primary greenhouse gases and create critical momentum toward a successful outcome in Paris.
",utilitarian,mitigation,responsibility,not indicated,1
52,We must all take every opportunity to cooperate in every forum throughout 2015 and not reserve our ambitious actions and announcements for COP21 itself.,general normative statement,cooperation,responsibility,not indicated,"52 We must all take every opportunity to cooperate in every forum throughout 2015 and not reserve our ambitious actions and announcements for COP21 itself.
",cooperation,cooperation,responsibility,not indicated,1
53,COP21 starts now.,not evaluated,not evaluated,not evaluated,not evaluated,"53 COP21 starts now.
",urgency,urgency,responsibility,not indicated,1
54,"Mr. President,As a final note, the UN Secretary-General shared with us the importance of the Paris agreement as one of the milestones in the post-2015 development process.",not evaluated,not evaluated,not evaluated,not evaluated,"54 Mr. President,As a final note, the UN Secretary-General shared with us the importance of the Paris agreement as one of the milestones in the post-2015 development process.
",not evaluated,not evaluated,not evaluated,not evaluated,1
55,We also note his plan for a high-level summit on climate change in June.,not evaluated,not evaluated,not evaluated,not evaluated,"55 We also note his plan for a high-level summit on climate change in June.
",not evaluated,not evaluated,not evaluated,not evaluated,1
56,"The sustainable development discussions are complementary and reinforcing, and can only help pave a smooth road to Paris.",not evaluated,not evaluated,not evaluated,not evaluated,"56 The sustainable development discussions are complementary and reinforcing, and can only help pave a smooth road to Paris.
",not evaluated,not evaluated,not evaluated,not evaluated,1
57,Thank you.,not evaluated,not evaluated,not evaluated,not evaluated,"57 Thank you.
",not evaluated,not evaluated,not evaluated,not evaluated,1
58,"Mr. President,Excellencies andDistinguished DelegatesAllow me to congratulate you Mr. President, on your assumption of the Presidency.",not evaluated,not evaluated,not evaluated,not evaluated,"58 Mr. President,Excellencies andDistinguished DelegatesAllow me to congratulate you Mr. President, on your assumption of the Presidency.
",not evaluated,not evaluated,not evaluated,not evaluated,1
59,"At the outset, I would like to express our deepest condolences on the recent tragic incidents in Paris and convey solidarity with the people and Government of France.",not evaluated,not evaluated,not evaluated,not evaluated,"59 At the outset, I would like to express our deepest condolences on the recent tragic incidents in Paris and convey solidarity with the people and Government of France.
",not evaluated,not evaluated,not evaluated,not evaluated,1
60,"Mr. President,I would like to draw your attention that climate change has been imposing additional stresses in the Least Developed Countries in general and the Small Mountainous Developing States in particular.",not evaluated,not evaluated,not evaluated,not evaluated,"60 Mr. President,I would like to draw your attention that climate change has been imposing additional stresses in the Least Developed Countries in general and the Small Mountainous Developing States in particular.
",not evaluated,not evaluated,not evaluated,not evaluated,1
61,"The increased frequency and intensity of extreme weather events have been alarming both in the mountainous countries, and those countries in lower basins.",not evaluated,not evaluated,not evaluated,not evaluated,"61 The increased frequency and intensity of extreme weather events have been alarming both in the mountainous countries, and those countries in lower basins.
",not evaluated,not evaluated,not evaluated,not evaluated,1
62,"Nepal has been witnessing in increasing temperature that has accelerated glacier melting in the Himalayas, including the Mount Everest Region.",not evaluated,not evaluated,not evaluated,not evaluated,"62 Nepal has been witnessing in increasing temperature that has accelerated glacier melting in the Himalayas, including the Mount Everest Region.
",not evaluated,not evaluated,not evaluated,not evaluated,1
63,This has increased the risk of glacier lake out-burst floods threatening the lives and livelihoods of our people.,not evaluated,not evaluated,not evaluated,not evaluated,"63 This has increased the risk of glacier lake out-burst floods threatening the lives and livelihoods of our people.
",not evaluated,not evaluated,not evaluated,not evaluated,1
64,"Climate change has been affecting our water availability, agricultural production, tourism and ecosystem services.",not evaluated,not evaluated,not evaluated,not evaluated,"64 Climate change has been affecting our water availability, agricultural production, tourism and ecosystem services.
",not evaluated,not evaluated,not evaluated,not evaluated,1
65,"Due to the fragility of our mountain ecosystems, issues related to loss and damage is becoming more prominent.",not evaluated,not evaluated,not evaluated,not evaluated,"65 Due to the fragility of our mountain ecosystems, issues related to loss and damage is becoming more prominent.
",not evaluated,not evaluated,not evaluated,not evaluated,1
66,"Therefore, I urge all parties to ensure that the global average temperature rise is maintained below 1.5 degree Celsius compared to the pre-industrial level.",utilitarian,UNFCCC agreements and principles,responsibility,not indicated,"66 Therefore, I urge all parties to ensure that the global average temperature rise is maintained below 1.5 degree Celsius compared to the pre-industrial level.
",utilitarian,urgency,responsibility,not indicated,1
67,I also urge you all to recognize the contributions that mountains offer to humanity and consider increasing supports to the most vulnerable LDCs and small mountainous developing states like Nepal.,prioritarian,new UNFCCC policy,support,priority to worst off,"67 I also urge you all to recognize the contributions that mountains offer to humanity and consider increasing supports to the most vulnerable LDCs and small mountainous developing states like Nepal.
",prioritarian,cooperation,support,priority to worst off,1
68,"Mr. President,Nepal has taken several policy and institutional measures to build our resilience and adaptive capacities.",not evaluated,not evaluated,not evaluated,not evaluated,"68 Mr. President,Nepal has taken several policy and institutional measures to build our resilience and adaptive capacities.
",not evaluated,not evaluated,not evaluated,not evaluated,1
69,"We are maintaining 40% of our land under forest cover with several Protected Areas, promoting renewable energy, introducing dedicated climate change budget code, declaring our capital as plastic bag free zone, promoting Bicycle ride and preparing a Low Carbon Economic Development Strategy.",not evaluated,not evaluated,not evaluated,not evaluated,"69 We are maintaining 40% of our land under forest cover with several Protected Areas, promoting renewable energy, introducing dedicated climate change budget code, declaring our capital as plastic bag free zone, promoting Bicycle ride and preparing a Low Carbon Economic Development Strategy.
",not evaluated,not evaluated,not evaluated,not evaluated,1
70,"However, our national efforts with limited resources and capacity alone is not sufficient to resolve the adverse impacts of climate change.",not evaluated,not evaluated,not evaluated,not evaluated,"70 However, our national efforts with limited resources and capacity alone is not sufficient to resolve the adverse impacts of climate change.
",sufficientarian,cooperation,support,needs based,1
71,"Nepal contributes less than 0.1 percent of global green house gas emission, yet we suffer the most. ",not evaluated,not evaluated,not evaluated,not evaluated,"71 Nepal contributes less than 0.1 percent of global green house gas emission, yet we suffer the most. 
",egalitarian,UNFCCC agreements and principles,responsibility,proportional to contribution,1
72,"Hence, I strongly call upon the countries with higher emissions to take leadership in reducing their emissions to secure a safer planet.",utilitarian,other,other,proportional to contribution,"72 Hence, I strongly call upon the countries with higher emissions to take leadership in reducing their emissions to secure a safer planet.
",egalitarian,mitigation,responsibility,proportional to contribution,1
73,"Mr. President,Last April, more than nine thousand people died of earthquake and around half a million families became homeless.",not evaluated,not evaluated,not evaluated,not evaluated,"73 Mr. President,Last April, more than nine thousand people died of earthquake and around half a million families became homeless.
",not evaluated,not evaluated,not evaluated,not evaluated,1
74,Additional challenges due to Climate Change have accelerated our economic and ecological vulnerability.,not evaluated,not evaluated,not evaluated,not evaluated,"74 Additional challenges due to Climate Change have accelerated our economic and ecological vulnerability.
",not evaluated,not evaluated,not evaluated,not evaluated,1
75,"Therefore, I call upon alldeveloped countries to ensure new, additional and predictable financial support to secure the lives and livelihoods of the most vulnerable countries including small mountainous developing states.",prioritarian,financial mechanisms,financial resources,priority to worst off,"75 Therefore, I call upon alldeveloped countries to ensure new, additional and predictable financial support to secure the lives and livelihoods of the most vulnerable countries including small mountainous developing states.
",prioritarian,financial mechanisms,financial resources,priority to worst off,1
76,"Finally Mr. President,Let’s handover Mt. Everest to our grand-children at the same level of purity as Tenjing Norgay and Sir Edmund Hillary have seen in the history.",not evaluated,not evaluated,not evaluated,not evaluated,"76 Finally Mr. President,Let’s handover Mt. Everest to our grand-children at the same level of purity as Tenjing Norgay and Sir Edmund Hillary have seen in the history.
",sufficientarian,other,not indicated,needs based,1
77,"As Lord Buddha said, we are here not to blame each other for past faults but to find middle path for peace and prosperity,I urge that we all unite for a fair, ambitious and legally- binding Agreement here in Paris to secure a climate resilient and sustainable future.",utilitarian,new UNFCCC policy,not indicated,equity,"77 As Lord Buddha said, we are here not to blame each other for past faults but to find middle path for peace and prosperity,I urge that we all unite for a fair, ambitious and legally- binding Agreement here in Paris to secure a climate resilient and sustainable future.
",egalitarian,UNFCCC agreements and principles,responsibility,equality,1
78,Thank you very much.,not evaluated,not evaluated,not evaluated,not evaluated,"78 Thank you very much.
",not evaluated,not evaluated,not evaluated,not evaluated,1
79,"Excellencies , Distinguished Delegates, Ladies and Gentlemen,   It is a great pleasure to join you here in the beautiful city of Marrakesh.",not evaluated,not evaluated,not evaluated,not evaluated,"79 Excellencies , Distinguished Delegates, Ladies and Gentlemen,   It is a great pleasure to join you here in the beautiful city of Marrakesh.
",not evaluated,not evaluated,not evaluated,not evaluated,1
80,Your hospitality has been unparalleled .,not evaluated,not evaluated,not evaluated,not evaluated,"80 Your hospitality has been unparalleled .
",not evaluated,not evaluated,not evaluated,not evaluated,1
81,We are most grateful for all of the courtesies that have been extended to our delegation .,not evaluated,not evaluated,not evaluated,not evaluated,"81 We are most grateful for all of the courtesies that have been extended to our delegation .
",not evaluated,not evaluated,not evaluated,not evaluated,1
82,"Mr. President,  Each ye ar, Belizeans are reminded that climate change represents an existential threat for our people.",not evaluated,not evaluated,not evaluated,not evaluated,"82 Mr. President,  Each ye ar, Belizeans are reminded that climate change represents an existential threat for our people.
",not evaluated,urgency,not indicated,not indicated,1
83,"In August 2016, Hurricane Earl made landfall in Belize causing damages in exces s of 5% of GDP.",not evaluated,not evaluated,not evaluated,not evaluated,"83 In August 2016, Hurricane Earl made landfall in Belize causing damages in exces s of 5% of GDP.
",not evaluated,not evaluated,not evaluated,not evaluated,1
84,"This, Mr. President, is the 14th extreme weather -related even t to affect Belize in the last 15 years, with some events causing losses equivalent of 25 -45% of GDP.",not evaluated,not evaluated,not evaluated,not evaluated,"84 This, Mr. President, is the 14th extreme weather -related even t to affect Belize in the last 15 years, with some events causing losses equivalent of 25 -45% of GDP.
",not evaluated,not evaluated,not evaluated,not evaluated,1
85,"For us climate change represents the greatest economic, social and environme ntal threat to our country .",not evaluated,not evaluated,not evaluated,not evaluated,"85 For us climate change represents the greatest economic, social and environme ntal threat to our country .
",not evaluated,urgency,not indicated,not indicated,1
86,"The adverse effects of climate change have direct implications on the future state of the country , the achievement of our sustainable development goals , and thus the ability of Belizean s to improve the quality of their lives .",not evaluated,not evaluated,not evaluated,not evaluated,"86 The adverse effects of climate change have direct implications on the future state of the country , the achievement of our sustainable development goals , and thus the ability of Belizean s to improve the quality of their lives .
",not evaluated,urgency,not indicated,not indicated,1
87,"As we move forward , we must employ an inclusive , long-term and collaborative process to build the resilience of our economic, social and environmental systems .",general normative statement,new UNFCCC policy,not indicated,not indicated,"87 As we move forward , we must employ an inclusive , long-term and collaborative process to build the resilience of our economic, social and environmental systems .
",egalitarian,cooperation,responsibility,equality,1
88,"This, however, requires predictable , adequate and fast-tracked financing , at scale , to allow us to meaningfully and effectively face these escalating threats .",general normative statement,new UNFCCC policy,not indicated,not indicated,"88 This, however, requires predictable , adequate and fast-tracked financing , at scale , to allow us to meaningfully and effectively face these escalating threats .
",sufficientarian,financial mechanisms,financial resources,needs based,1
89,"  Mr. President Despite these constant and escalating shocks to our development, Belize continues to pursue practical and ambitious actions under the Convention .",not evaluated,not evaluated,not evaluated,not evaluated,"89   Mr. President Despite these constant and escalating shocks to our development, Belize continues to pursue practical and ambitious actions under the Convention .
",not evaluated,UNFCCC agreements and principles,not indicated,not indicated,1
90,"Our Growth and Sustainable Devel opment Strategy (GSDS) bring s cohesiveness and synergies across our economic, social , environmental , and institutional policies .",not evaluated,not evaluated,not evaluated,not evaluated,"90 Our Growth and Sustainable Devel opment Strategy (GSDS) bring s cohesiveness and synergies across our economic, social , environmental , and institutional policies .
",not evaluated,other,not indicated,not indicated,1
