unique_id,text,PRINCIPLE_x,llm_query,PRINCIPLE_y,iteration
21, We will strategically promote mitigation measures .,not evaluated,"21  We will strategically promote mitigation measures .
",not evaluated,1
22," We will enhance development and demonstration of renewable energy -related technologies such as offshore wind power, geothermal power and rechargeable batteries .",not evaluated,"22  We will enhance development and demonstration of renewable energy -related technologies such as offshore wind power, geothermal power and rechargeable batteries .
",not evaluated,1
23, Japan is hosting the IPCC session next March.,not evaluated,"23  Japan is hosting the IPCC session next March.
",not evaluated,1
24," Using that opportunity, we will launch a new public awareness campaign to further encourage low-carbon lifestyles.",not evaluated,"24  Using that opportunity, we will launch a new public awareness campaign to further encourage low-carbon lifestyles.
",not evaluated,1
25, Mr. President:  Japan reaffirms the goal to reduce emissions by 50 percent at the global level and by 80 percent in the developed world by 2050.,not evaluated,"25  Mr. President:  Japan reaffirms the goal to reduce emissions by 50 percent at the global level and by 80 percent in the developed world by 2050.
",general normative statement,1
26, Now is the time for Japan to take “ Actions for a Cool Earth” as advocated by Prime Minister Shinzo Abe.,not evaluated,"26  Now is the time for Japan to take “ Actions for a Cool Earth” as advocated by Prime Minister Shinzo Abe.
",general normative statement,1
27,"First, Japan will promote further technological innovation . ",not evaluated,"27 First, Japan will promote further technological innovation . 
",not evaluated,1
28," In this context, Japan’s public and private sectors plan to invest a total of 110 billion US dollars domestically over the next five years.",not evaluated,"28  In this context, Japan’s public and private sectors plan to invest a total of 110 billion US dollars domestically over the next five years.
",not evaluated,1
29,"Second, Japan will promote the application of Japanese low-carbon.",not evaluated,"29 Second, Japan will promote the application of Japanese low-carbon.
",not evaluated,1
30," In so doing , we will contribute to global emission s reductions through the use of the Joint Crediting Mechanism, or JCM .",not evaluated,"30  In so doing , we will contribute to global emission s reductions through the use of the Joint Crediting Mechanism, or JCM .
",utilitarian,1
31," Furthermore, Japan will strengthen its partner ships with countries and stakeholders.",not evaluated,"31  Furthermore, Japan will strengthen its partner ships with countries and stakeholders.
",not evaluated,1
32," We will provide support to developing countries totaling 1.6 trillion yen, about 16 billion US dollars, during the 3-year period from 201 3 to 201 5.",not evaluated,"32  We will provide support to developing countries totaling 1.6 trillion yen, about 16 billion US dollars, during the 3-year period from 201 3 to 201 5.
",prioritarian,1
33," We will mobiliz e official development assistance, other official flows, and private finance in the field of mitigation and adaptation.",not evaluated,"33  We will mobiliz e official development assistance, other official flows, and private finance in the field of mitigation and adaptation.
",not evaluated,1
34, Tokyo has been selected as the host of the 2020 Summer Olympics and Paralympics.,not evaluated,"34  Tokyo has been selected as the host of the 2020 Summer Olympics and Paralympics.
",not evaluated,1
35," Through the Olympic Games , we will demonstrate to the world a society with low carbon foot print, a society in harmony with nature and a society based on sound material cycle.",not evaluated,"35  Through the Olympic Games , we will demonstrate to the world a society with low carbon foot print, a society in harmony with nature and a society based on sound material cycle.
",utilitarian,1
36, Thank you for your kind attention.,not evaluated,"36  Thank you for your kind attention.
",not evaluated,1
37,"Your Excellency the President of COP19,Your Excellency Secretary General of the United NationsYour Excellencies Heads of States here present,Distinguished delegates,Ladies and gentlemenMr. President1.",not evaluated,"37 Your Excellency the President of COP19,Your Excellency Secretary General of the United NationsYour Excellencies Heads of States here present,Distinguished delegates,Ladies and gentlemenMr. President1.
",not evaluated,1
38,"At the outset, I would like to express Namibia’s solidarity with the people of the Philippines over human and property losses caused by typhoon Haiyan.",not evaluated,"38 At the outset, I would like to express Namibia’s solidarity with the people of the Philippines over human and property losses caused by typhoon Haiyan.
",not evaluated,1
39,The Republic of Namibia would like to express its deepest sympathy and heartfelt condolences to the People and Government of the Philippines for this irrevocable loss.,not evaluated,"39 The Republic of Namibia would like to express its deepest sympathy and heartfelt condolences to the People and Government of the Philippines for this irrevocable loss.
",not evaluated,1
40,Namibia stands side by side with the Philippine people at this difficult time2.,not evaluated,"40 Namibia stands side by side with the Philippine people at this difficult time2.
",not evaluated,1
41,Namibia extends its warm appreciation to the Government and people of Poland for the kind hospitality extended to my delegation since our arrival in this beautiful city of Warsaw.,not evaluated,"41 Namibia extends its warm appreciation to the Government and people of Poland for the kind hospitality extended to my delegation since our arrival in this beautiful city of Warsaw.
",not evaluated,1
42,We look forward to constructively engage and contribute to the discussions and ensure that COP19 is a resounding success with balanced outcomes that would give hope to our aspirations in our Endeavour to address challenges posed by climate change.,not evaluated,"42 We look forward to constructively engage and contribute to the discussions and ensure that COP19 is a resounding success with balanced outcomes that would give hope to our aspirations in our Endeavour to address challenges posed by climate change.
",general normative statement,1
43,"Mr. President, COP19 has come and will soon pass.",not evaluated,"43 Mr. President, COP19 has come and will soon pass.
",not evaluated,1
44,"It should not only enable us to discuss global environmental challenges our world faces, but more importantly, it should pave way to key decisions that would put climate change action at the fore-front of all developmental processes and giving hope to our future generations.",utilitarian,"44 It should not only enable us to discuss global environmental challenges our world faces, but more importantly, it should pave way to key decisions that would put climate change action at the fore-front of all developmental processes and giving hope to our future generations.
",utilitarian,1
45,"As we are all aware, the African continent, like other developing regions, relies mainly on rain fed agriculture, fisheries, and tourism for its economic growth.",not evaluated,"45 As we are all aware, the African continent, like other developing regions, relies mainly on rain fed agriculture, fisheries, and tourism for its economic growth.
",not evaluated,1
46,These resources are affected by the negative impacts of climate change.,not evaluated,"46 These resources are affected by the negative impacts of climate change.
",not evaluated,1
47,It is for this reason that Namibia and Africa have prioritized adaptation as an approach to address climate change impacts.,not evaluated,"47 It is for this reason that Namibia and Africa have prioritized adaptation as an approach to address climate change impacts.
",prioritarian,1
48,The outcomes of IPCC in all its editions are loud and clear.,not evaluated,"48 The outcomes of IPCC in all its editions are loud and clear.
",not evaluated,1
49,Temperatures are rising at an alarming rate.,not evaluated,"49 Temperatures are rising at an alarming rate.
",not evaluated,1
50,"In the case of Namibia, maximum temperatures have been showing an upward trend over the last 40 years.",not evaluated,"50 In the case of Namibia, maximum temperatures have been showing an upward trend over the last 40 years.
",not evaluated,1
51,"Mr. President,6.",not evaluated,"51 Mr. President,6.
",not evaluated,1
52,The adverse impacts of climate change know no national boundaries. ,not evaluated,"52 The adverse impacts of climate change know no national boundaries. 
",general normative statement,1
53,Global warming is a catastrophic problem that needs a global solution.,utilitarian,"53 Global warming is a catastrophic problem that needs a global solution.
",utilitarian,1
54,"Therefore, the multilateralism approach remains the fundamental approach in fighting climate change.",general normative statement,"54 Therefore, the multilateralism approach remains the fundamental approach in fighting climate change.
",general normative statement,1
55,"In this view, we urge developed country parties to respect and adhere to the principles and provisions of the UNFCCC.",utilitarian,"55 In this view, we urge developed country parties to respect and adhere to the principles and provisions of the UNFCCC.
",egalitarian,1
56,"We also call on Annex-1 Parties to the Convention to avoid procrastination and urgently implement the commitments made so far, in line scientific findings of the IPCC.",utilitarian,"56 We also call on Annex-1 Parties to the Convention to avoid procrastination and urgently implement the commitments made so far, in line scientific findings of the IPCC.
",general normative statement,1
57,"Costs associated with adaptation efforts are already being incurred by developing countries, with the aim of reducing the negative impacts of climate change.",not evaluated,"57 Costs associated with adaptation efforts are already being incurred by developing countries, with the aim of reducing the negative impacts of climate change.
",prioritarian,1
58,"As a country committed to address the adverse effects of climate change, Namibia is ready to increase its mitigation efforts provided that sufficient financial and technical support is provided.",sufficientarian,"58 As a country committed to address the adverse effects of climate change, Namibia is ready to increase its mitigation efforts provided that sufficient financial and technical support is provided.
",sufficientarian,1
59,At COP17 we came up with the Durban Platform for Enhanced Action.,not evaluated,"59 At COP17 we came up with the Durban Platform for Enhanced Action.
",not evaluated,1
60,This Platform should not be misinterpreted to fit the interests of some.,general normative statement,"60 This Platform should not be misinterpreted to fit the interests of some.
",not evaluated,1
61,"In Durban, we agreed to a new legally binding Instrument that would enable all Parties to take meaningful actions in line with the principles and provisions of the UNFCCC.",not evaluated,"61 In Durban, we agreed to a new legally binding Instrument that would enable all Parties to take meaningful actions in line with the principles and provisions of the UNFCCC.
",not evaluated,1
62,"In our opinion, the new legally binding instrument should take into account the principles and provisions of the UNFCCC particularly the historical responsibility, right to development of developing countries equitable share of atmospheric space and respective capabilities.",egalitarian,"62 In our opinion, the new legally binding instrument should take into account the principles and provisions of the UNFCCC particularly the historical responsibility, right to development of developing countries equitable share of atmospheric space and respective capabilities.
",egalitarian,1
63,This new agreement should also ensure a balanced allocation of financial resources between adaptation and mitigation efforts for developing countries.,prioritarian,"63 This new agreement should also ensure a balanced allocation of financial resources between adaptation and mitigation efforts for developing countries.
",prioritarian,1
64,"Mr. President,10.",not evaluated,"64 Mr. President,10.
",not evaluated,1
65,"Namibia believes that in order to achieve a comprehensive new agreement under the Durban Platform, we need a science-based approach to disentangle and unfold conceptual and statistical aspects underpinning issues related to historical responsibility, equity and respective capability.",egalitarian,"65 Namibia believes that in order to achieve a comprehensive new agreement under the Durban Platform, we need a science-based approach to disentangle and unfold conceptual and statistical aspects underpinning issues related to historical responsibility, equity and respective capability.
",not evaluated,1
66,"As Parties to the convention, we have established the IPCC to provide us with science based policy information.",not evaluated,"66 As Parties to the convention, we have established the IPCC to provide us with science based policy information.
",not evaluated,1
67,"This body, will bridge the scientific information gap and with utmost urgency11.",not evaluated,"67 This body, will bridge the scientific information gap and with utmost urgency11.
",not evaluated,1
68,May I remind Parties that this is the 19th COP.?,not evaluated,"68 May I remind Parties that this is the 19th COP.?
",not evaluated,1
69,This means that we have been negotiating for 19 years.,not evaluated,"69 This means that we have been negotiating for 19 years.
",not evaluated,1
70,"Therefore, it is the hope of the citizens of the world that 19 years down the line, we should have better addressed the challenges and well equipped ourselves to better deal with climate change.",utilitarian,"70 Therefore, it is the hope of the citizens of the world that 19 years down the line, we should have better addressed the challenges and well equipped ourselves to better deal with climate change.
",general normative statement,1
71,"However, the opposite seems to be manifesting.",not evaluated,"71 However, the opposite seems to be manifesting.
",not evaluated,1
72,"The Green Climate Fund, which we regarded as an ideal beginning to address the finance aspect for climate change remainsdry.",prioritarian,"72 The Green Climate Fund, which we regarded as an ideal beginning to address the finance aspect for climate change remainsdry.
",not evaluated,1
73,The question that comes to mind is: Where are we heading with this process?,not evaluated,"73 The question that comes to mind is: Where are we heading with this process?
",not evaluated,1
74,Mr. President12.,not evaluated,"74 Mr. President12.
",not evaluated,1
75,We need to move forward and effectively implement our UNFCCC’s decisions.,not evaluated,"75 We need to move forward and effectively implement our UNFCCC’s decisions.
",general normative statement,1
76,Let us put words to action.,not evaluated,"76 Let us put words to action.
",general normative statement,1
77,Climate change has no border; it affects all citizens on earth.,not evaluated,"77 Climate change has no border; it affects all citizens on earth.
",egalitarian,1
78,"The cost of inaction to, adequately, address climate change will haunt us all.",general normative statement,"78 The cost of inaction to, adequately, address climate change will haunt us all.
",utilitarian,1
79,"The time to take meaningful and proactive steps against the adverse impacts of climate change is now, here in Warsaw.",general normative statement,"79 The time to take meaningful and proactive steps against the adverse impacts of climate change is now, here in Warsaw.
",utilitarian,1
80,This is a defining moment of whether or not we can save the lives of the future generations on this Planet.,utilitarian,"80 This is a defining moment of whether or not we can save the lives of the future generations on this Planet.
",utilitarian,1
81,"It is for this reason, and most importantly, that Warsaw should therefore deliver to a World Decision that saves lives.",utilitarian,"81 It is for this reason, and most importantly, that Warsaw should therefore deliver to a World Decision that saves lives.
",utilitarian,1
82,Do we care about human lives? Namibia cares!,not evaluated,"82 Do we care about human lives? Namibia cares!
",not evaluated,1
83,I thank you,not evaluated,"83 I thank you
",not evaluated,1
84,"Mr. President, UNFCCC Executive Secretary, Ministers of Government and Heads of Delegation, Distinguished Delegates, Ladies and Gentlemen.",not evaluated,"84 Mr. President, UNFCCC Executive Secretary, Ministers of Government and Heads of Delegation, Distinguished Delegates, Ladies and Gentlemen.
",not evaluated,1
85,I bring you greetings from my President and the People of the Republic of Sierra Leone.,not evaluated,"85 I bring you greetings from my President and the People of the Republic of Sierra Leone.
",not evaluated,1
86,I am please to congratulate you on your appointment as President of COP19 and CMP9.,not evaluated,"86 I am please to congratulate you on your appointment as President of COP19 and CMP9.
",not evaluated,1
87,"On behalf of my humble self and our Government, we extent our profound gratitude to the Government and people of Poland for the warm hospitality accorded us since our arrival.",not evaluated,"87 On behalf of my humble self and our Government, we extent our profound gratitude to the Government and people of Poland for the warm hospitality accorded us since our arrival.
",not evaluated,1
88,I wish to further say thanks to Countries and Organizations who have made this meeting a success.,not evaluated,"88 I wish to further say thanks to Countries and Organizations who have made this meeting a success.
",not evaluated,1
89,"Mr. President, I want to strongly reaffirm to this gathering that the President of the Republic of Sierra Leone considers the issue of Climate Change as a priority.",not evaluated,"89 Mr. President, I want to strongly reaffirm to this gathering that the President of the Republic of Sierra Leone considers the issue of Climate Change as a priority.
",general normative statement,1
90,"In recent years, my President has retained the Environment Protection Agency under his Office in addition to the UNFCCC focal person at the Metrological Department under the Ministry of Transport and Aviation.",not evaluated,"90 In recent years, my President has retained the Environment Protection Agency under his Office in addition to the UNFCCC focal person at the Metrological Department under the Ministry of Transport and Aviation.
",not evaluated,1
91,Our Government has also established the Climate Change Secretariat within the Environment Protection Agency.,not evaluated,"91 Our Government has also established the Climate Change Secretariat within the Environment Protection Agency.
",not evaluated,1
92,Our President has ensured that we submitted our first and second National Communication and National Adaptation Program for action.,not evaluated,"92 Our President has ensured that we submitted our first and second National Communication and National Adaptation Program for action.
",not evaluated,1
93,The preparation of our third National Communication with support from UNEP will soon commence.,not evaluated,"93 The preparation of our third National Communication with support from UNEP will soon commence.
",not evaluated,1
94,"Mr. President, to show the commitment of Sierra Leone with regards Climate Change, our President Dr. Ernest Bai Koroma on the 12 of August this year, launched the inclusive green growth in the Government next five years development plan â€œTHE AGENDA FOR PROSPERITY"".",not evaluated,"94 Mr. President, to show the commitment of Sierra Leone with regards Climate Change, our President Dr. Ernest Bai Koroma on the 12 of August this year, launched the inclusive green growth in the Government next five years development plan â€œTHE AGENDA FOR PROSPERITY"".
",not evaluated,1
95,This green growth Agenda is in line with low emission and climate resilient development pathways.,not evaluated,"95 This green growth Agenda is in line with low emission and climate resilient development pathways.
",not evaluated,1
96,"In light of the above, I want to inform this gathering that the shift to renewable energy is seriously gaining prominence in Sierra Leone with the installation of over 12'000 solar street lights, the commencement of the second face of the Bumbuna Hydro Project, the implementation of the ADAX Bio-energy CDM Project which again will go a long way in reducing Sierra Leone's overall emissions.",not evaluated,"96 In light of the above, I want to inform this gathering that the shift to renewable energy is seriously gaining prominence in Sierra Leone with the installation of over 12'000 solar street lights, the commencement of the second face of the Bumbuna Hydro Project, the implementation of the ADAX Bio-energy CDM Project which again will go a long way in reducing Sierra Leone's overall emissions.
",not evaluated,1
97,"Mr. President, the results of the IPCCâ€™s report is clear, therefore, Sierra Leone has held the same political positionin favour of an ambitious climate agreement in line with the recommendations of the fourth report of the IPCC.",not evaluated,"97 Mr. President, the results of the IPCCâ€™s report is clear, therefore, Sierra Leone has held the same political positionin favour of an ambitious climate agreement in line with the recommendations of the fourth report of the IPCC.
",not evaluated,1
98,"Mr. President, Sierra Leone submits that adaptation must assume a prominent place on the climate agenda with a balance view to necessary mitigation actions, if we are to overcome poverty and achieve the Millennium Development Goals.",sufficientarian,"98 Mr. President, Sierra Leone submits that adaptation must assume a prominent place on the climate agenda with a balance view to necessary mitigation actions, if we are to overcome poverty and achieve the Millennium Development Goals.
",prioritarian,1
99,"To this end, Sierra Leone joins the LDCs and African Groups to call for concrete commitments in Warsaw towards fulfilling the promised of one hundred billion united states dollars per year by 2020 as committed by developed country Parties and underscore the need for a clear climate finance roadmap to scale up financial resources in order to avoid the funding gap from 2013 to 2015.",prioritarian,"99 To this end, Sierra Leone joins the LDCs and African Groups to call for concrete commitments in Warsaw towards fulfilling the promised of one hundred billion united states dollars per year by 2020 as committed by developed country Parties and underscore the need for a clear climate finance roadmap to scale up financial resources in order to avoid the funding gap from 2013 to 2015.
",prioritarian,1
100,"In view of the above, my delegation joins the LDCs to ask for clarity in terms of financial sources and pledges to the Green Climate Fund.",not evaluated,"100 In view of the above, my delegation joins the LDCs to ask for clarity in terms of financial sources and pledges to the Green Climate Fund.
",not evaluated,1
101,"Mr. President, my delegation welcomes the further efforts of COP to ensure that parties mainstream gender-related consideration into National policies and programs, provide capacity building and greater participation of women in all climate change issues especially women in developing countries.",not evaluated,"101 Mr. President, my delegation welcomes the further efforts of COP to ensure that parties mainstream gender-related consideration into National policies and programs, provide capacity building and greater participation of women in all climate change issues especially women in developing countries.
",egalitarian,1
102,"In advancing women's roll in climate mitigation, the government of Sierra Leone has established the ""bare foot"" College in which women are predominantly trained to assemble and install solar panels lights for rural villages and towns across the country.",not evaluated,"102 In advancing women's roll in climate mitigation, the government of Sierra Leone has established the ""bare foot"" College in which women are predominantly trained to assemble and install solar panels lights for rural villages and towns across the country.
",not evaluated,1
103,This is part of Government's strategy to increase access to electricity for its citizens with less CO2 emission.,not evaluated,"103 This is part of Government's strategy to increase access to electricity for its citizens with less CO2 emission.
",not evaluated,1
104,"Mr. President, we are committed to the successful outcome of the Climate Change talks in Warsaw.",not evaluated,"104 Mr. President, we are committed to the successful outcome of the Climate Change talks in Warsaw.
",general normative statement,1
105,"We hereby reaffirm our association with the Least Developed Countries, the Africa Group, G77 and China, and the Coalition of Rain Forest Nations by supporting their respective positions.",not evaluated,"105 We hereby reaffirm our association with the Least Developed Countries, the Africa Group, G77 and China, and the Coalition of Rain Forest Nations by supporting their respective positions.
",not evaluated,1
106,"Mr. President, let me end my statement by joining the whole world in expressing our profound condolences to the Government and the People of Philippines for their irreparable loss.",not evaluated,"106 Mr. President, let me end my statement by joining the whole world in expressing our profound condolences to the Government and the People of Philippines for their irreparable loss.
",not evaluated,1
107,Typhoon Haiyan has once again gravely reminded us of the looming disaster and the urgent imperative to put aside the endless rhetoric and act NOW.,utilitarian,"107 Typhoon Haiyan has once again gravely reminded us of the looming disaster and the urgent imperative to put aside the endless rhetoric and act NOW.
",utilitarian,1
108,I thank you Mr. President and all delegates for your kind attention.,not evaluated,"108 I thank you Mr. President and all delegates for your kind attention.
",not evaluated,1
109,"It is a great honour to be here representing the Government o f Timor-Leste at this igisession of the Conference of the Parties to the UNFCCC and 9"" Meeting of Parties tothe Kyoto Protocol.",not evaluated,"109 It is a great honour to be here representing the Government o f Timor-Leste at this igisession of the Conference of the Parties to the UNFCCC and 9"" Meeting of Parties tothe Kyoto Protocol.
",not evaluated,1
110,"I would also like to express my gratitude to the Government andpeople of Poland for the hospitality in hosting this important International Conference,and sincere thanks to the Executive Secretary of UNFCCC for her leadership inconvening this high level event.",not evaluated,"110 I would also like to express my gratitude to the Government andpeople of Poland for the hospitality in hosting this important International Conference,and sincere thanks to the Executive Secretary of UNFCCC for her leadership inconvening this high level event.
",not evaluated,1
111,"Timor-Leste would like to associate itself with the statement made by Fiji on behalf ofG77 and China, Nepal on behalf of LDC and Nauru on OASIS countries.",not evaluated,"111 Timor-Leste would like to associate itself with the statement made by Fiji on behalf ofG77 and China, Nepal on behalf of LDC and Nauru on OASIS countries.
",not evaluated,1
112,"As a country geographically situated in Asia, we are deeply touch by disaster that hadaffected the people of Philippine.",not evaluated,"112 As a country geographically situated in Asia, we are deeply touch by disaster that hadaffected the people of Philippine.
",not evaluated,1
113,We would like to take the opportunity to express ourdeepest condolence for those that has lost life.,not evaluated,"113 We would like to take the opportunity to express ourdeepest condolence for those that has lost life.
",not evaluated,1
114,"Mr. President, Ladies and Gentlemen, .",not evaluated,"114 Mr. President, Ladies and Gentlemen, .
",not evaluated,1
115,Climate change has been bringing catastrophes to our world today and even more worsein a near future.,not evaluated,"115 Climate change has been bringing catastrophes to our world today and even more worsein a near future.
",utilitarian,1
116,Our socio economy development and ecosystems have beenincreasingly affected by the impacts of climate change.,not evaluated,"116 Our socio economy development and ecosystems have beenincreasingly affected by the impacts of climate change.
",utilitarian,1
117,"Floods, droughts, landslides andextreme destructive wind events have been increased over the time which leads foodinsecurity, water shortage, destruction of infrastructure, human displacement as well aslosses of human lives in many vulnerable countries.",not evaluated,"117 Floods, droughts, landslides andextreme destructive wind events have been increased over the time which leads foodinsecurity, water shortage, destruction of infrastructure, human displacement as well aslosses of human lives in many vulnerable countries.
",prioritarian,1
118,"In addition, Scientists havepredicted that some of small island countries will be under sea water in the next fewdecades due to sea level raise.",not evaluated,"118 In addition, Scientists havepredicted that some of small island countries will be under sea water in the next fewdecades due to sea level raise.
",not evaluated,1
119,"Mr. PresidentIn Timor-Leste, massive floods, droughts, landslides and destructive winds have beenincreasingly happening since last two decades.",not evaluated,"119 Mr. PresidentIn Timor-Leste, massive floods, droughts, landslides and destructive winds have beenincreasingly happening since last two decades.
",not evaluated,1
120,"These phenomena lead decrease inagriculture production, food insecurity, water shortage and destruction of infrastructureas well as human displacement.",not evaluated,"120 These phenomena lead decrease inagriculture production, food insecurity, water shortage and destruction of infrastructureas well as human displacement.
",not evaluated,1
121,"Timor-Leste as part of LDCs, emission level of the country, is very low as of 2,013 Gigagrams in 2010 which is very low compared to the emitting green house gas countries.",not evaluated,"121 Timor-Leste as part of LDCs, emission level of the country, is very low as of 2,013 Gigagrams in 2010 which is very low compared to the emitting green house gas countries.
",not evaluated,1
122," However, our vulnerability is much higher than those who are the most emitting. ",not evaluated,"122  However, our vulnerability is much higher than those who are the most emitting. 
",prioritarian,1
123,"It means that, we are victimized by other emitting counties. ",not evaluated,"123 It means that, we are victimized by other emitting counties. 
",prioritarian,1
124,"Therefore, we need to take actions rather than waiting.",not evaluated,"124 Therefore, we need to take actions rather than waiting.
",general normative statement,1
125,"We urge, all parties here in Warsaw to take decisions on mitigation efforts, including market and non market mechanisms which will facilitate the parties to reduce their respective green house gas emissions, especially the non Kyoto ProtocolAnnex I countries.",prioritarian,"125 We urge, all parties here in Warsaw to take decisions on mitigation efforts, including market and non market mechanisms which will facilitate the parties to reduce their respective green house gas emissions, especially the non Kyoto ProtocolAnnex I countries.
",egalitarian,1
126,"We believe that, Nationally Appropriate Mitigation Actions (NAMAs) will fully operationalized with strong supports provided by the Annex I countries under the non market mechanism one.",prioritarian,"126 We believe that, Nationally Appropriate Mitigation Actions (NAMAs) will fully operationalized with strong supports provided by the Annex I countries under the non market mechanism one.
",egalitarian,1
127,"In addition, all parties need to reaffirm their efforts inaddressing the ratification processes for the second commitment period of the KyotoProtocol in order to come into force as soon as possible.",not evaluated,"127 In addition, all parties need to reaffirm their efforts inaddressing the ratification processes for the second commitment period of the KyotoProtocol in order to come into force as soon as possible.
",general normative statement,1
128,This will enable Annex I KyotoProtocol parties to meet their emission reduction commitment target of 25-40% base on1990 level by 2020.,not evaluated,"128 This will enable Annex I KyotoProtocol parties to meet their emission reduction commitment target of 25-40% base on1990 level by 2020.
",not evaluated,1
129,"We think that by meeting this target, and implementing market andnon market mechanism, we can meet our global goal of 2 degree target.",not evaluated,"129 We think that by meeting this target, and implementing market andnon market mechanism, we can meet our global goal of 2 degree target.
",utilitarian,1
130,"We must also take decisions on finance, technology and capacity building to supportadaptation and mitigation measures.",general normative statement,"130 We must also take decisions on finance, technology and capacity building to supportadaptation and mitigation measures.
",utilitarian,1
131,"We urge parties to take decisions on simplificationof mechanism and procedures for both CDM and accessing climate finance bydeveloping country parties with recognizing of the country ownership, direct access andtransparency principles.",prioritarian,"131 We urge parties to take decisions on simplificationof mechanism and procedures for both CDM and accessing climate finance bydeveloping country parties with recognizing of the country ownership, direct access andtransparency principles.
",egalitarian,1
132,"It is also important to identify source of long term finance thatcould be from public finance of Annex I country parties, as well as seeking clarity of thestatus of fast start financing.",general normative statement,"132 It is also important to identify source of long term finance thatcould be from public finance of Annex I country parties, as well as seeking clarity of thestatus of fast start financing.
",not evaluated,1
133,"In the same way, we kindly request the Annex I countryparties to provide a sustainability of financial support for formulation and implementationof National Adaptation Plans (NAPs) as well as Nationally Appropriate Mitigation Actions(NAMAs) by developing country parties, with special attention to the principle ofsustainability, transparency, flexibility as well as country ownership and direct accessmodality.",prioritarian,"133 In the same way, we kindly request the Annex I countryparties to provide a sustainability of financial support for formulation and implementationof National Adaptation Plans (NAPs) as well as Nationally Appropriate Mitigation Actions(NAMAs) by developing country parties, with special attention to the principle ofsustainability, transparency, flexibility as well as country ownership and direct accessmodality.
",egalitarian,1
