unique_id,text,PRINCIPLE_x,llm_query,PRINCIPLE_y,iteration
144,"This year we tested 2 2 different ocean energy prototypes, some with very promising results.",not evaluated,"144 This year we tested 2 2 different ocean energy prototypes, some with very promising results.
",not evaluated,1
145," At a domestic level, this year I published Ireland's first statutory National Mitigation Plan.",not evaluated,"145  At a domestic level, this year I published Ireland's first statutory National Mitigation Plan.
",not evaluated,1
146,This puts Ireland on a clear pathway to achieve our own long -term decarbonisation targets.,not evaluated,"146 This puts Ireland on a clear pathway to achieve our own long -term decarbonisation targets.
",not evaluated,1
147,"I have also launched Ireland's National Dialogue on Climate Action, which will ensure an inclusive process of engagement and consensus to support our transition to a low carbon and climate resilient fut ure.",not evaluated,"147 I have also launched Ireland's National Dialogue on Climate Action, which will ensure an inclusive process of engagement and consensus to support our transition to a low carbon and climate resilient fut ure.
",egalitarian,1
148, I will shortly submit Ireland's first statutory National Adaptation Framework to Government for approval which will reduce our vulnerability to the negative effects of climate change.,not evaluated,"148  I will shortly submit Ireland's first statutory National Adaptation Framework to Government for approval which will reduce our vulnerability to the negative effects of climate change.
",prioritarian,1
149, Small countries cannot do everything.,not evaluated,"149  Small countries cannot do everything.
",not evaluated,1
150,"We have unique challenge s, but it also allows us to come up with unique solutions.",not evaluated,"150 We have unique challenge s, but it also allows us to come up with unique solutions.
",not evaluated,1
151,"The Paris Agreement is about action by all, the great and the small.",egalitarian,"151 The Paris Agreement is about action by all, the great and the small.
",egalitarian,1
152," We need to work together to enable ambitious action, and I was proud to arrive here with agreement from my Government for Irel and to join the NDC Partnership.",general normative statement,"152  We need to work together to enable ambitious action, and I was proud to arrive here with agreement from my Government for Irel and to join the NDC Partnership.
",egalitarian,1
153,"  Through the NDC Partnership, Ireland will be able to offer its key expertise and insights from our existing work with developing countries.",not evaluated,"153   Through the NDC Partnership, Ireland will be able to offer its key expertise and insights from our existing work with developing countries.
",prioritarian,1
154,This will focus on adaptation support for our developing country partners and on sharing our experiences with the world.,not evaluated,"154 This will focus on adaptation support for our developing country partners and on sharing our experiences with the world.
",prioritarian,1
155,We must share our experiences along with ensuring developing countries are resourced to take the necessary actions.,sufficientarian,"155 We must share our experiences along with ensuring developing countries are resourced to take the necessary actions.
",prioritarian,1
156," To underpin this new commitment to the NDC Partnership, the Government of Ireland will provide ad ditional financial support totaling €2.3 million this year to the Green Climate Fund and the Adaptation Fund - Ireland's first contribution to this Fund.",not evaluated,"156  To underpin this new commitment to the NDC Partnership, the Government of Ireland will provide ad ditional financial support totaling €2.3 million this year to the Green Climate Fund and the Adaptation Fund - Ireland's first contribution to this Fund.
",prioritarian,1
157, I recognise the importance of strong scientific foundations for our climate policies and the key role of the Intergovernmental Panel on Climate Change.,not evaluated,"157  I recognise the importance of strong scientific foundations for our climate policies and the key role of the Intergovernmental Panel on Climate Change.
",not evaluated,1
158,  I have also decided to commit funding to the IPCC this year to help ensure that it is effectively equipped to complete the challenging work ahead of it.,not evaluated,"158   I have also decided to commit funding to the IPCC this year to help ensure that it is effectively equipped to complete the challenging work ahead of it.
",not evaluated,1
159," Here at COP 23, I have found that my own ""tala noas"" with my global counterparts have shown much common ground in the challenges that we face tackling climate change.",not evaluated,"159  Here at COP 23, I have found that my own ""tala noas"" with my global counterparts have shown much common ground in the challenges that we face tackling climate change.
",not evaluated,1
160,Ireland and the EU are committed to working together under the Paris Agreement to address these many challenges.,not evaluated,"160 Ireland and the EU are committed to working together under the Paris Agreement to address these many challenges.
",not evaluated,1
161, We have made real pro gress on developing the rulebook that will be essential for fighting climate change.,not evaluated,"161  We have made real pro gress on developing the rulebook that will be essential for fighting climate change.
",not evaluated,1
162," The Fijian Presidency has given us the design of a Facilitative Dialogue, or a Talanoa Dialogue, which will provide a space for both Parties and non -Party stakeholders t o showcase progress for sharing best practices.",not evaluated,"162  The Fijian Presidency has given us the design of a Facilitative Dialogue, or a Talanoa Dialogue, which will provide a space for both Parties and non -Party stakeholders t o showcase progress for sharing best practices.
",not evaluated,1
163, Ireland has contributed to some major breakthroughs in the development of guidance for the agriculture sector and the adoption of a Gender Action Plan.,not evaluated,"163  Ireland has contributed to some major breakthroughs in the development of guidance for the agriculture sector and the adoption of a Gender Action Plan.
",not evaluated,1
164,We have made good progress on transparency and on fina nce.,not evaluated,"164 We have made good progress on transparency and on fina nce.
",not evaluated,1
165,"  I am confident that we will meet again in Katowice, Poland, in a year to complete the design of the rulebook which will drive the action we need if we are to overcome the challenges of climate change.",not evaluated,"165   I am confident that we will meet again in Katowice, Poland, in a year to complete the design of the rulebook which will drive the action we need if we are to overcome the challenges of climate change.
",not evaluated,1
166, Thank you.,not evaluated,"166  Thank you.
",not evaluated,1
167,I would like to express my appreciation to the Government of Poland for hosting and presiding over the 24th Conference of the Parties.,not evaluated,"167 I would like to express my appreciation to the Government of Poland for hosting and presiding over the 24th Conference of the Parties.
",not evaluated,1
168,  I also thank the people of Poland for the warm hospitality you have afforded to all delegates.,not evaluated,"168   I also thank the people of Poland for the warm hospitality you have afforded to all delegates.
",not evaluated,1
169,"  Climate change is already severely impacting our communities, economies and natural environment.",not evaluated,"169   Climate change is already severely impacting our communities, economies and natural environment.
",not evaluated,1
170,The effects of the changing climate can now be seen in our day-to-day lives.,not evaluated,"170 The effects of the changing climate can now be seen in our day-to-day lives.
",not evaluated,1
171, This is undermining our hardfought gains and ongoing efforts to achieve sustainable development.,not evaluated,"171  This is undermining our hardfought gains and ongoing efforts to achieve sustainable development.
",not evaluated,1
172,   Addressing the warming of our planet requires a global effort and a commitment to change not seen in human history.,general normative statement,"172    Addressing the warming of our planet requires a global effort and a commitment to change not seen in human history.
",general normative statement,1
173,The adoption of Paris Agreement three years ago and its early entry into force showed us what is possible when people come together in common purpose.,not evaluated,"173 The adoption of Paris Agreement three years ago and its early entry into force showed us what is possible when people come together in common purpose.
",egalitarian,1
174," Today, we need to translate this spirit of cooperation into concrete action.",not evaluated,"174  Today, we need to translate this spirit of cooperation into concrete action.
",general normative statement,1
175,"   We are gathered in Katowice to discuss and agree on the Paris Agreement Work Programme, or rulebook, which will guide the implementation of the historic Agreement.",not evaluated,"175    We are gathered in Katowice to discuss and agree on the Paris Agreement Work Programme, or rulebook, which will guide the implementation of the historic Agreement.
",not evaluated,1
176,   I take this opportunity to thank our negotiators for the hard work done during the negotiation sessions.,not evaluated,"176    I take this opportunity to thank our negotiators for the hard work done during the negotiation sessions.
",not evaluated,1
177,"As a vulnerable country, Rwanda also commends and welcomes the Intergovernmental Panel on Climate Change Special Report on 1.5 degrees Celsius.",not evaluated,"177 As a vulnerable country, Rwanda also commends and welcomes the Intergovernmental Panel on Climate Change Special Report on 1.5 degrees Celsius.
",prioritarian,1
178,The report should be a wakeup call to all Parties to raise their ambition.,not evaluated,"178 The report should be a wakeup call to all Parties to raise their ambition.
",general normative statement,1
179,We must respond quickly to the best science available because denial will not help us to address climate change.,general normative statement,"179 We must respond quickly to the best science available because denial will not help us to address climate change.
",utilitarian,1
180,"   We are still optimistic, however, and expect that this COP24 will result in the guidelines for implementing the Paris Agreement.",not evaluated,"180    We are still optimistic, however, and expect that this COP24 will result in the guidelines for implementing the Paris Agreement.
",not evaluated,1
181,We should expect nothing less of ourselves.,not evaluated,"181 We should expect nothing less of ourselves.
",general normative statement,1
182,There is simply no time to lose.,not evaluated,"182 There is simply no time to lose.
",general normative statement,1
183,"   1 The Paris Agreement Work Programme should be robust, balanced and comprehensive but also flexible enough to allow every country to continuously raise its ambition and report on its implementation efforts.",libertarian,"183    1 The Paris Agreement Work Programme should be robust, balanced and comprehensive but also flexible enough to allow every country to continuously raise its ambition and report on its implementation efforts.
",egalitarian,1
184,"   Specifically, the programme should address the key challenges of adaptation, finance as well as loss and damage.",not evaluated,"184    Specifically, the programme should address the key challenges of adaptation, finance as well as loss and damage.
",not evaluated,1
185,"  Doing so will put all nations in a better position to achieve the goals of the Agreement and signal once again that clean, green and equitable development is the only way forward.",not evaluated,"185   Doing so will put all nations in a better position to achieve the goals of the Agreement and signal once again that clean, green and equitable development is the only way forward.
",egalitarian,1
186,  We have been pleased to see the important contributions made by Parties through the Talanoa Dialogue process and it is our hope that its outcomes be captured in the form of a decision.,not evaluated,"186   We have been pleased to see the important contributions made by Parties through the Talanoa Dialogue process and it is our hope that its outcomes be captured in the form of a decision.
",not evaluated,1
187,This will help to trigger greater ambition amongst all nations.,not evaluated,"187 This will help to trigger greater ambition amongst all nations.
",utilitarian,1
188,   Rwanda is committed to playing our part to realise the aspirations of the Paris Agreement and we are strongly committed to the target of limiting average global warming to 1.5 degrees Celsius.,not evaluated,"188    Rwanda is committed to playing our part to realise the aspirations of the Paris Agreement and we are strongly committed to the target of limiting average global warming to 1.5 degrees Celsius.
",general normative statement,1
189,"With the impacts of climate change already affecting us today, we simply have no other choice.",not evaluated,"189 With the impacts of climate change already affecting us today, we simply have no other choice.
",general normative statement,1
190,  Achieving this requires a rethink of how we finance climate action.,not evaluated,"190   Achieving this requires a rethink of how we finance climate action.
",general normative statement,1
191,Parties must strengthen their commitment by going above and beyond the 100 billion dollars pledged per year.,general normative statement,"191 Parties must strengthen their commitment by going above and beyond the 100 billion dollars pledged per year.
",general normative statement,1
192,This revised and increased level of climate finance by 2025 should be guided by a comprehensive needs assessment.,egalitarian,"192 This revised and increased level of climate finance by 2025 should be guided by a comprehensive needs assessment.
",general normative statement,1
193,We must also work with the private sector to mobilise the trillions of dollars needed to halt global warming and ensure all investments are climate friendly.,not evaluated,"193 We must also work with the private sector to mobilise the trillions of dollars needed to halt global warming and ensure all investments are climate friendly.
",general normative statement,1
194,"Quite simply, we need everyone on board to solve the climate challenge.",not evaluated,"194 Quite simply, we need everyone on board to solve the climate challenge.
",egalitarian,1
195,"   To conclude, I would like to thank Parties for their support of the Kigali Amendment to the Montreal Protocol.",not evaluated,"195    To conclude, I would like to thank Parties for their support of the Kigali Amendment to the Montreal Protocol.
",not evaluated,1
196,   With the potential to avert half a degree Celsius of warming by the end of the century - and double that if we invest in energy efficiency - the amendment is one practical way to mitigate further emissions.,not evaluated,"196    With the potential to avert half a degree Celsius of warming by the end of the century - and double that if we invest in energy efficiency - the amendment is one practical way to mitigate further emissions.
",utilitarian,1
197,   I encourage nations that have not yet done so to ratify the Amendment and begin the work of phasing out hydrofluorocarbons.,not evaluated,"197    I encourage nations that have not yet done so to ratify the Amendment and begin the work of phasing out hydrofluorocarbons.
",general normative statement,1
198,"  Such demonstrations of tangible action will spur other nations to invest in the important work of climate change mitigation and adaptation, and give hope to citizens that we are addressing the challenge with the seriousness and speed it deserves.",not evaluated,"198   Such demonstrations of tangible action will spur other nations to invest in the important work of climate change mitigation and adaptation, and give hope to citizens that we are addressing the challenge with the seriousness and speed it deserves.
",utilitarian,1
199,   Thank you for your kind attention.,not evaluated,"199    Thank you for your kind attention.
",not evaluated,1
200,I represent a country that is more affected by climate change than most places on the Earth .,not evaluated,"200 I represent a country that is more affected by climate change than most places on the Earth .
",not evaluated,1
201,"Depending on the climate scenario, the temperature in Serbia, by the end of the century, could be 3 to 5 degrees Celsius higher, compared to the mid -20th century .",not evaluated,"201 Depending on the climate scenario, the temperature in Serbia, by the end of the century, could be 3 to 5 degrees Celsius higher, compared to the mid -20th century .
",not evaluated,1
202,"In the future, we can expect further temperature and precipitation record breaks , which will have a devastating impact on the people and economy of Serbia.",not evaluated,"202 In the future, we can expect further temperature and precipitation record breaks , which will have a devastating impact on the people and economy of Serbia.
",not evaluated,1
203,"Since 2000 e xtreme heat waves, droughts and floods have cost us more than 5 billion Euros .",not evaluated,"203 Since 2000 e xtreme heat waves, droughts and floods have cost us more than 5 billion Euros .
",not evaluated,1
204," Limiting the increase of mean global temperature by the end of the century by 2°C would lead to a loss of Serbia's GDP of 4.53% by mid -century, which can be significantly reduced by investing in the adaptation to climate change.",not evaluated,"204  Limiting the increase of mean global temperature by the end of the century by 2°C would lead to a loss of Serbia's GDP of 4.53% by mid -century, which can be significantly reduced by investing in the adaptation to climate change.
",utilitarian,1
205,"However , the process of low carbon transformation into a climate -adapted society can additionally endanger the already vulnerable groups of the population through the loss of jobs .",not evaluated,"205 However , the process of low carbon transformation into a climate -adapted society can additionally endanger the already vulnerable groups of the population through the loss of jobs .
",prioritarian,1
206,"Nonetheless , the most expensive scenario for Serbia is to ignore the climate related costs in its strategic decisions.",not evaluated,"206 Nonetheless , the most expensive scenario for Serbia is to ignore the climate related costs in its strategic decisions.
",utilitarian,1
207,System costs of “non -action” are several tens of billion euros higher than the additional system costs of action under any mitigation scenario.,not evaluated,"207 System costs of “non -action” are several tens of billion euros higher than the additional system costs of action under any mitigation scenario.
",utilitarian,1
208,Climate change poses a significant risk for further development of Serbia as was expressed in our NDCs .,not evaluated,"208 Climate change poses a significant risk for further development of Serbia as was expressed in our NDCs .
",not evaluated,1
209,"This risk largely depends on the increase in the mean global temperature, which cannot be significantly influenced by Serbia individually.",not evaluated,"209 This risk largely depends on the increase in the mean global temperature, which cannot be significantly influenced by Serbia individually.
",not evaluated,1
210,"I am proud to announce that we are about to adopt the Law on Climate Change as well as our Low carbon development strategy with the A ction plan, which were developed with the technical and financial assistance of the EU.",not evaluated,"210 I am proud to announce that we are about to adopt the Law on Climate Change as well as our Low carbon development strategy with the A ction plan, which were developed with the technical and financial assistance of the EU.
",not evaluated,1
211,The a im is to set up a system for mitigation and adaptation in line with the Paris Agreement and our obligations as a candidate country to the EU.,not evaluated,"211 The a im is to set up a system for mitigation and adaptation in line with the Paris Agreement and our obligations as a candidate country to the EU.
",not evaluated,1
212,"Our future Low carbon development strategy up to 2050 sets a vision for a long -term climate neutral and climate resilient society, to be achiev ed on a socially fair and cost -effective way, with positive effects on environment and sustainable de velopment.",not evaluated,"212 Our future Low carbon development strategy up to 2050 sets a vision for a long -term climate neutral and climate resilient society, to be achiev ed on a socially fair and cost -effective way, with positive effects on environment and sustainable de velopment.
",general normative statement,1
213,"The Action plan up to 2030, defines the policies and measures for cost effective and socially fair pathways to our climate vision as well as pro motion of transition to net zero, climate neutral and climate resilient economy and society.",not evaluated,"213 The Action plan up to 2030, defines the policies and measures for cost effective and socially fair pathways to our climate vision as well as pro motion of transition to net zero, climate neutral and climate resilient economy and society.
",general normative statement,1
214,"We submitted our NDCs among the first ten countries in the world, and the first in the region for which we are particularly proud .",not evaluated,"214 We submitted our NDCs among the first ten countries in the world, and the first in the region for which we are particularly proud .
",not evaluated,1
215,"I am even more proud to announce that the revised NDCs will be more ambitious, with our target set to increase more than three t imes .",not evaluated,"215 I am even more proud to announce that the revised NDCs will be more ambitious, with our target set to increase more than three t imes .
",not evaluated,1
216,"Finally, let me reiterate that the Republic of Serbia is ready to cooperat e.",not evaluated,"216 Finally, let me reiterate that the Republic of Serbia is ready to cooperat e.
",not evaluated,1
217,We are looking forward to the completion of the Paris Agreement and we are hopeful that the climate ambition will be increased and Paris Agreement fulfilled.,not evaluated,"217 We are looking forward to the completion of the Paris Agreement and we are hopeful that the climate ambition will be increased and Paris Agreement fulfilled.
",not evaluated,1
218,The pandemic has taught us that national solutions to global problems do not work.,not evaluated,"218 The pandemic has taught us that national solutions to global problems do not work.
",not evaluated,1
219, We come to Glasgow with global ambition to save our people and our planet but now find three gaps:  ,not evaluated,"219  We come to Glasgow with global ambition to save our people and our planet but now find three gaps:  
",not evaluated,1
220,On mitigation Climate pledges or NDCs -Without more we will leave the world on 2.7 degree pathway.,not evaluated,"220 On mitigation Climate pledges or NDCs -Without more we will leave the world on 2.7 degree pathway.
",not evaluated,1
221, Those commitments based on technologies yet to be developed are at best reckless and at worst dangerous.,not evaluated,"221  Those commitments based on technologies yet to be developed are at best reckless and at worst dangerous.
",general normative statement,1
222, On finance we are 20 billion dollars short of the 100 and this commitment MIGHT only be met in 2023.,not evaluated,"222  On finance we are 20 billion dollars short of the 100 and this commitment MIGHT only be met in 2023.
",not evaluated,1
223, On adaptation - Adaptation finance remains only 25 % – NOT the 50:50 split needed given the warming that is already taking place.,not evaluated,"223  On adaptation - Adaptation finance remains only 25 % – NOT the 50:50 split needed given the warming that is already taking place.
",not evaluated,1
224,Climate finance to frontline SiDs declined by 25% in 2019.,not evaluated,"224 Climate finance to frontline SiDs declined by 25% in 2019.
",not evaluated,1
225,Failure to provide this critical finance and that of loss and damage is measur ed in lives and livelihoods being lost in our communities.,general normative statement,"225 Failure to provide this critical finance and that of loss and damage is measur ed in lives and livelihoods being lost in our communities.
",prioritarian,1
226, It is immoral and unjust.,general normative statement,"226  It is immoral and unjust.
",general normative statement,1
227," If Glasgow is to deliver on the promises of Paris, it must close these three gaps.",not evaluated,"227  If Glasgow is to deliver on the promises of Paris, it must close these three gaps.
",general normative statement,1
228," So I ask - what must we say to our people living on the frontline in the Caribbean , Africa and the Pacific when both ambition and some of the needed faces are absent?",not evaluated,"228  So I ask - what must we say to our people living on the frontline in the Caribbean , Africa and the Pacific when both ambition and some of the needed faces are absent?
",prioritarian,1
229, What excuse should we give for their failure?,not evaluated,"229  What excuse should we give for their failure?
",general normative statement,1
230,IN THE WORDS OF EDDY GRANT ‘WILL THEY MOURN US ON THE FRONTLINE?’  When will we as world leaders address the pressing issue s that are cause our people to worry – be it climate or vaccines?,not evaluated,"230 IN THE WORDS OF EDDY GRANT ‘WILL THEY MOURN US ON THE FRONTLINE?’  When will we as world leaders address the pressing issue s that are cause our people to worry – be it climate or vaccines?
",general normative statement,1
231,When will leaders lead?,not evaluated,"231 When will leaders lead?
",general normative statement,1
232, Our people are watching and taking note.,not evaluated,"232  Our people are watching and taking note.
",not evaluated,1
233, Are we really going to leave Scotland without the resolve and ambition that is sorely needed to save lives and to save our planet?,utilitarian,"233  Are we really going to leave Scotland without the resolve and ambition that is sorely needed to save lives and to save our planet?
",utilitarian,1
234," I have been saying to Barbadians, many hands make light work.",not evaluated,"234  I have been saying to Barbadians, many hands make light work.
",egalitarian,1
235,Today we need  the correct mix of voices and ambition.,not evaluated,"235 Today we need  the correct mix of voices and ambition.
",egalitarian,1
236, Do so me leaders believe they can survive and thrive on their own?,not evaluated,"236  Do so me leaders believe they can survive and thrive on their own?
",general normative statement,1
237,Can there be peace and prosperity in one third of the world if two thirds are UNDER siege and facing calamitous threats to their wellbeing?,not evaluated,"237 Can there be peace and prosperity in one third of the world if two thirds are UNDER siege and facing calamitous threats to their wellbeing?
",egalitarian,1
238, What the world needs now is less than 200 persons who are willing and prepared to lead!! ,not evaluated,"238  What the world needs now is less than 200 persons who are willing and prepared to lead!! 
",general normative statement,1
239,Leaders must not fail those who elect them to lead.,general normative statement,"239 Leaders must not fail those who elect them to lead.
",general normative statement,1
240, There is a sword that can cut down this Gordian knot; it has been wielded before.,not evaluated,"240  There is a sword that can cut down this Gordian knot; it has been wielded before.
",not evaluated,1
241, The Central Banks of the wealthiest countries engaged in 25 trillion dollars of qu antitative easing in 13 years; $9 trillion in 18 months.,not evaluated,"241  The Central Banks of the wealthiest countries engaged in 25 trillion dollars of qu antitative easing in 13 years; $9 trillion in 18 months.
",not evaluated,1
242,"Had we used the $25trn to purchase bonds that financed the energy transition, we would BE keeping within 1.5 degrees.",not evaluated,"242 Had we used the $25trn to purchase bonds that financed the energy transition, we would BE keeping within 1.5 degrees.
",utilitarian,1
243," An annual increase in SDRs of $500bn for 20 years put in a Trust to finance the transition is the REAL gap we need to close, not the $50bn being proposed FOR adaptation.",general normative statement,"243  An annual increase in SDRs of $500bn for 20 years put in a Trust to finance the transition is the REAL gap we need to close, not the $50bn being proposed FOR adaptation.
",utilitarian,1
244," If 500bn sounds big to you, it is just 2% of that $25trn.",not evaluated,"244  If 500bn sounds big to you, it is just 2% of that $25trn.
",not evaluated,1
245,This is the sword we need to wield.,not evaluated,"245 This is the sword we need to wield.
",not evaluated,1
246, OUR excitement one hour into this event is far less than six months ago in the lead up.,not evaluated,"246  OUR excitement one hour into this event is far less than six months ago in the lead up.
",not evaluated,1
247, The world stands at a fork in the road; one no less significant than when the United Nations was first created in 1945.,not evaluated,"247  The world stands at a fork in the road; one no less significant than when the United Nations was first created in 1945.
",not evaluated,1
248, Will we act in the interest of our people who are depending on us or will we allow the path of greed and selfis hness to sow the seeds of our common destruction?,not evaluated,"248  Will we act in the interest of our people who are depending on us or will we allow the path of greed and selfis hness to sow the seeds of our common destruction?
",general normative statement,1
249," Leaders today, not leaders in 2030 or 2050, must make this choice.",not evaluated,"249  Leaders today, not leaders in 2030 or 2050, must make this choice.
",general normative statement,1
250, It is in our hands.,not evaluated,"250  It is in our hands.
",general normative statement,1
251,Our people and our planet need it.,utilitarian,"251 Our people and our planet need it.
",utilitarian,1
252,I would like to start by reaffirming Kazakhstan’s solid and continued commitment to the goals and objectives of the Paris Agreement .,not evaluated,"252 I would like to start by reaffirming Kazakhstan’s solid and continued commitment to the goals and objectives of the Paris Agreement .
",not evaluated,1
253,"As you know, our country has set out the ambitious target of achieving Net Zero by 2060 .",not evaluated,"253 As you know, our country has set out the ambitious target of achieving Net Zero by 2060 .
",not evaluated,1
254,"As part of this, we are planning to adopt our first-ever Low-Carbon Development Strategy by the end of this year.",not evaluated,"254 As part of this, we are planning to adopt our first-ever Low-Carbon Development Strategy by the end of this year.
",not evaluated,1
255,This will mark a historic moment: the first time a country in Central Asia has laid out such an ambitious document.,not evaluated,"255 This will mark a historic moment: the first time a country in Central Asia has laid out such an ambitious document.
",not evaluated,1
256,This strategy will update our Nationally Determined Contributions : in it we will pledge to achieve an unconditional 15% reduction of our carbon emissions by 2030 .,not evaluated,"256 This strategy will update our Nationally Determined Contributions : in it we will pledge to achieve an unconditional 15% reduction of our carbon emissions by 2030 .
",not evaluated,1
257,We have also set a conditional target of 25% that relies on the possibility of additional support from international partner s.,not evaluated,"257 We have also set a conditional target of 25% that relies on the possibility of additional support from international partner s.
",not evaluated,1
258,"Currently, “green” energy represents 3% of Kazakhstan’s total energy supply.",not evaluated,"258 Currently, “green” energy represents 3% of Kazakhstan’s total energy supply.
",not evaluated,1
259,We have set a target of increasing our renewable energy supply to 15% – that is at least 7 additional gigawatts by 2030 .,not evaluated,"259 We have set a target of increasing our renewable energy supply to 15% – that is at least 7 additional gigawatts by 2030 .
",not evaluated,1
260,Kazakhstan has the potential to be a global green energy powerhouse.,not evaluated,"260 Kazakhstan has the potential to be a global green energy powerhouse.
",not evaluated,1
261,"Therefore, we are ready to act as a regional hub for renewables and to drive Central Asia’s green transition.",not evaluated,"261 Therefore, we are ready to act as a regional hub for renewables and to drive Central Asia’s green transition.
",general normative statement,1
262, Green hydrogen will play a key role in this transition.,not evaluated,"262  Green hydrogen will play a key role in this transition.
",not evaluated,1
263,International experts believe that our country can become one of the ten largest hydrogen exporters .,not evaluated,"263 International experts believe that our country can become one of the ten largest hydrogen exporters .
",not evaluated,1
264,"In addition, Kazakhstan has a unique role to play in the global energy transition, thanks to its significant reserves of critical raw materials and elements.",not evaluated,"264 In addition, Kazakhstan has a unique role to play in the global energy transition, thanks to its significant reserves of critical raw materials and elements.
",not evaluated,1
265,Our country holds more than 60 major deposits of precious and non -ferrous metals .,not evaluated,"265 Our country holds more than 60 major deposits of precious and non -ferrous metals .
",not evaluated,1
266,We stand ready to offer these critical resources for exploration and development .,not evaluated,"266 We stand ready to offer these critical resources for exploration and development .
",not evaluated,1
267,"As well as investing in the future of the energy transition, we are also taking urgent action to mitigate our carbon emissions.",not evaluated,"267 As well as investing in the future of the energy transition, we are also taking urgent action to mitigate our carbon emissions.
",general normative statement,1
268,"Underpinning this effort, the National Emissions Trading System has already proved to be an effective mechanism for stimulating innovations in both emissions reduction and energy efficiency.",not evaluated,"268 Underpinning this effort, the National Emissions Trading System has already proved to be an effective mechanism for stimulating innovations in both emissions reduction and energy efficiency.
",not evaluated,1
269,"Separately, I would like to mention the importance of technological modernization .",not evaluated,"269 Separately, I would like to mention the importance of technological modernization .
",not evaluated,1
270,"There is a critical need to leverage knowle dge-sharing and technology -transfer, including within the Paris Agreement.",egalitarian,"270 There is a critical need to leverage knowle dge-sharing and technology -transfer, including within the Paris Agreement.
",general normative statement,1
271,"Therefore , we are developing a framework which will help Kazakhstan to adapt the best available practices from around the world in green technologies.",not evaluated,"271 Therefore , we are developing a framework which will help Kazakhstan to adapt the best available practices from around the world in green technologies.
",general normative statement,1
272,"At the same time, we are devoting special attention to stimulating green investment .",not evaluated,"272 At the same time, we are devoting special attention to stimulating green investment .
",general normative statement,1
273, We are prepared to use the Astana International Financial Center as a unique regional investment hub for green finance.,not evaluated,"273  We are prepared to use the Astana International Financial Center as a unique regional investment hub for green finance.
",general normative statement,1
274," Dear participants !  Today, the temperature in Central Asia is increasing twice as fast as the global average .",not evaluated,"274  Dear participants !  Today, the temperature in Central Asia is increasing twice as fast as the global average .
",not evaluated,1
275," To meet the urgent demands created by rapid global warming, we have significant adaptation efforts underway within our new Environmental Code.",not evaluated,"275  To meet the urgent demands created by rapid global warming, we have significant adaptation efforts underway within our new Environmental Code.
",general normative statement,1
276,"The focus is on the four most vulnerable sectors: water, agriculture, forestry and disaster risk reduction.",not evaluated,"276 The focus is on the four most vulnerable sectors: water, agriculture, forestry and disaster risk reduction.
",prioritarian,1
277,"Last year, we joined the Declaration on Forests and Land Use and the Commitment to Education and Youth Involvement.",not evaluated,"277 Last year, we joined the Declaration on Forests and Land Use and the Commitment to Education and Youth Involvement.
",not evaluated,1
278,We are also on track to meet our ambitious target of planting 2 billion trees by 2025 .,not evaluated,"278 We are also on track to meet our ambitious target of planting 2 billion trees by 2025 .
",not evaluated,1
279," Ladies and Gentlemen !  To conclude , I would like once again to highlight the scale of the unprecedented challenges we face.",not evaluated,"279  Ladies and Gentlemen !  To conclude , I would like once again to highlight the scale of the unprecedented challenges we face.
",not evaluated,1
280,"In this regard, we require bold solutions, and development models that are fair, equitable, and sustainable.",egalitarian,"280 In this regard, we require bold solutions, and development models that are fair, equitable, and sustainable.
",egalitarian,1
281,Kazakhstan is ready to collaborate with all international partners across the entire climate agenda.,not evaluated,"281 Kazakhstan is ready to collaborate with all international partners across the entire climate agenda.
",not evaluated,1
282,Thank you .,not evaluated,"282 Thank you .
",not evaluated,1
283,"Mr. President, Your Excellencies,  Ladies and Gentlemen,   We have all come together here in Dubai at a crucial moment.",not evaluated,"283 Mr. President, Your Excellencies,  Ladies and Gentlemen,   We have all come together here in Dubai at a crucial moment.
",not evaluated,1
284," For me, for Belgium, and for many people I've spoken to in recent weeks, this COP is the most important since Paris.",not evaluated,"284  For me, for Belgium, and for many people I've spoken to in recent weeks, this COP is the most important since Paris.
",not evaluated,1
285,"  Because, it’s high time to turn our words and promises into action.",not evaluated,"285   Because, it’s high time to turn our words and promises into action.
",general normative statement,1
286, It is time to talk about solutions instead of problems! To talk ab out hope instead of fear!  ,not evaluated,"286  It is time to talk about solutions instead of problems! To talk ab out hope instead of fear!  
",general normative statement,1
287,"In order to attain our goals, we need everyone on board, governments, and even more our people and private sector.",egalitarian,"287 In order to attain our goals, we need everyone on board, governments, and even more our people and private sector.
",egalitarian,1
288,"Science tells us that : “unless there are immediate, rapid and large scale reductions in greenhouse gas emissions, limiting global warming to 1.5°C will be beyond reach ”.",not evaluated,"288 Science tells us that : “unless there are immediate, rapid and large scale reductions in greenhouse gas emissions, limiting global warming to 1.5°C will be beyond reach ”.
",not evaluated,1
289, Even those who don't believe in science can no longer close their eyes.,not evaluated,"289  Even those who don't believe in science can no longer close their eyes.
",not evaluated,1
290,The climate emergency is upon us.,not evaluated,"290 The climate emergency is upon us.
",not evaluated,1
291,Its effects reverberate across the globe.,not evaluated,"291 Its effects reverberate across the globe.
",not evaluated,1
292,This is the reality .,not evaluated,"292 This is the reality .
",not evaluated,1
293, But the reality is also that there are many reasons to be hopeful.,not evaluated,"293  But the reality is also that there are many reasons to be hopeful.
",not evaluated,1
